Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço;Nota Geral;Qtd. Avaliações;Características;País;Data Comentário;Nota Comentário;Comentário;Link
11;11;Alimentos e Bebidas;B08KSVQ62G;Café em Cápsula NESCAFÉ DOLCE GUSTO Mochaccino Canela 10 Cápsulas;17,90;4,8;7.760;Não possui características detectáveis;Brasil;11/01/2026;5,0;Produto maravilhoso. Um dos melhores sabores.Caixa vem bem lacrada e intacta.;https://www.amazon.com.br/dp/B08KSVQ62G
12;12;Alimentos e Bebidas;B08VKMBSNT;Baggio Café Café Torrado e Moído Aroma de Chocolate com Avelã 250g;31,99;4,8;8.799;Não possui características detectáveis;Brasil;15/11/2025;5,0;Café com gosto e aroma perfeito, é saboroso e quase não sinto acidez. Perfeito para prenssa francesa baratinha, pois não passa pó de café!Tenho uma prenssa dd 20 reais que todo café que faço passa pó, pois com o da Baggio não passou.Sobre gosto, vai de paladar, sinto a nota amargurada e quente da avelã tostada e o cheiro de chocolate é tao intenso que invade o local quando você ta passando. Se tem máquina de expresso na sua casa, essa é a marca de café embalado certa pra você comprar.Consegui por 0 reais graças a um bonus que eu tinha😂💕 ta aprovadissimo. Voltaria a comprar.;https://www.amazon.com.br/dp/B08VKMBSNT
13;13;Alimentos e Bebidas;B075W7XHMY;Baggio Café Café Torrado e Moído Aroma de Chocolate Trufado 250g;31,99;4,6;20.034;Não possui características detectáveis;Brasil;25/12/2025;5,0;Excelente cafe, sabor muito limpo, aroma de chocolate que se espalha por toda casa. A entrega é quase que imediata. 10/10;https://www.amazon.com.br/dp/B075W7XHMY
14;14;Alimentos e Bebidas;B0CMXW6ZYB;Heineken Cerveja Sleek Lata 350ml Pack 12 Unidades;59,90;4,7;871;Não possui características detectáveis;Brasil;12/01/2026;5,0;Uma cerveja muito boa;https://www.amazon.com.br/dp/B0CMXW6ZYB
15;15;Alimentos e Bebidas;B07HM62BR7;Aperitivo Aperol 750ml - Spritz;46,90;4,8;6.037;Não possui características detectáveis;Brasil;05/12/2025;5,0;Preço excelente. Chegou bem embalado e valeu muito a pena.;https://www.amazon.com.br/dp/B07HM62BR7
16;16;Alimentos e Bebidas;B07LGFGH8T;Chiclete Trident Menta Sem Açúcar - Caixa com 21 unid. de 8g;36,90;4,8;3.249;Cor do produto: Branco;Brasil;29/11/2025;5,0;Ótimo produto,  preço justo e entrega rápida e perfeita.;https://www.amazon.com.br/dp/B07LGFGH8T
17;17;Alimentos e Bebidas;B07YN9ZY51;Maionese Heinz Tradicional 400G;12,98;4,8;7.066;Não possui características detectáveis;Brasil;27/12/2025;5,0;Sensacional! Melhor maionese e com preço ótimo só aqui na Amazon;https://www.amazon.com.br/dp/B07YN9ZY51
18;18;Alimentos e Bebidas;B081QWG9J1;Ninho Nestle Zero Lactose 700G;39,99;4,8;4.117;"Marca: ‎NINHO | Dimensões: ‎13,1 x 15 x 15 cm; 700 g";Brasil;02/01/2026;5,0;Muito bom, e um ótimo custo benefício;https://www.amazon.com.br/dp/B081QWG9J1
19;19;Alimentos e Bebidas;B0964S52NM;Leite em Pó Integral Ninho 380g;19,99;4,9;8.863;Não possui características detectáveis;Brasil;03/12/2025;5,0;Custo benefício excelente. Chegou rápido e véio bem acondicionado;https://www.amazon.com.br/dp/B0964S52NM
20;20;Alimentos e Bebidas;B004HOEU4M;Pack de 4 Latas Red Bull Energético, Energy Drink, 250ml;30,20;4,8;6.751;Não possui características detectáveis;Brasil;09/01/2026;5,0;O preço em conta. Quando acabar, venho comprar novamente.;https://www.amazon.com.br/dp/B004HOEU4M
21;21;Alimentos e Bebidas;B0FNPVFFKL;Batata Pringles Stranger Things Bacon 100g;9,99;4,7;45;Não possui características detectáveis;Brasil;14/01/2026;5,0;Sabor incrível vontade de comer tudo !;https://www.amazon.com.br/dp/B0FNPVFFKL
22;22;Alimentos e Bebidas;B07YN9ZY5D;Maionese Heinz Tradicional 390G;12,98;4,8;6.190;Não possui características detectáveis;Brasil;08/01/2026;5,0;Ótimo produto com ótimo custo benefício!;https://www.amazon.com.br/dp/B07YN9ZY5D
23;23;Alimentos e Bebidas;B0CX36ZMLZ;Hart's Natural ChocoPops Australia Chocolate | Cereal Matinal Sem Adição de Açucar, Sem Glúten, Sem Lactose, Vegano | 100% Natural | Alto em Fibras | 200g;26,90;4,8;939;Não possui características detectáveis;Brasil;14/01/2026;5,0;Deliciosa, crocante e melhor q os demais cereais do mercado.;https://www.amazon.com.br/dp/B0CX36ZMLZ
24;24;Alimentos e Bebidas;B0D8CM9LNB;Café em Cápsula Compatível com Nespresso Nescafé Farmers Origins Brazil 10 Cápsulas;16,90;4,8;1.135;Não possui características detectáveis;Brasil;18/12/2025;5,0;Ótimo café com bom preço, abaixo de R$20,00 com 10 cápsulas.;https://www.amazon.com.br/dp/B0D8CM9LNB
25;25;Alimentos e Bebidas;B008X6TB08;Whisky Johnnie Walker Double Black 1L;169,90;4,7;10.782;Não possui características detectáveis;Brasil;13/01/2026;5,0;Um brinde!;https://www.amazon.com.br/dp/B008X6TB08
26;26;Alimentos e Bebidas;B0F35GPLGV;Pringles Pack Promo Salgadinho de Batata Frita 3 Sabores - Original, Creme e Cebola e Churrasco;22,66;4,7;4.573;Não possui características detectáveis;Brasil;15/01/2026;5,0;Chegou antes do prazo e com um preço excelente;https://www.amazon.com.br/dp/B0F35GPLGV
27;27;Alimentos e Bebidas;B0964WBFFG;Leite em Pó Ninho Integral Sachê 750g;41,99;4,8;3.757;Não possui características detectáveis;Brasil;10/12/2025;5,0;Produto de boa qualidade ótimo custo;https://www.amazon.com.br/dp/B0964WBFFG
28;28;Alimentos e Bebidas;B09MWN12GJ;Coffee Mais │Café Super Especial ARARA em Grãos │100% Arábica │ Torra Média │250g;30,90;4,6;2.920;Não possui características detectáveis;Brasil;05/12/2025;5,0;É um café que convida a mais um gole e transforma qualquer momento em uma pausa prazerosa. Recomendo para quem aprecia um café de verdade, bem elaborado e cheio de personalidade.;https://www.amazon.com.br/dp/B09MWN12GJ
29;29;Alimentos e Bebidas;B0D4RHRR3V;YoPRO Bebida Láctea UHT Morango 15g de proteínas 250ml - 12 unidades;79,90;4,8;1.717;Não possui características detectáveis;Brasil;25/12/2025;5,0;Preço excelente , e o produto tbm é incrível eu amoooo;https://www.amazon.com.br/dp/B0D4RHRR3V
30;30;Alimentos e Bebidas;B0CD886J99;Piracanjuba ProForce 23g de Proteínas Zero Lactose Sabor Cacau - 12 Unidades de 250ml;116,28;4,7;3.850;Não possui características detectáveis;Brasil;14/01/2026;5,0;O sabor é um dos melhores que já provei. Chegou rápido;https://www.amazon.com.br/dp/B0CD886J99
31;1;Apps e Jogos;B00992CF6W;Nome não encontrado;Preço não disponível;4,5;N/A;Não possui características detectáveis;Brasil;19/12/2025;5,0;Muito bom;https://www.amazon.com.br/dp/B00992CF6W
32;2;Apps e Jogos;B09ML2GCMD;Nome não encontrado;6,49;3,5;N/A;Não possui características detectáveis;Brasil;01/03/2025;5,0;Parou de funcionar não comprem;https://www.amazon.com.br/dp/B09ML2GCMD
33;3;Apps e Jogos;B0GDJXB38B;Nome não encontrado;Preço não disponível;1;N/A;Não possui características detectáveis;N/A;N/A;N/A;Sem comentários disponíveis;https://www.amazon.com.br/dp/B0GDJXB38B
34;4;Apps e Jogos;B0BHF4NZSJ;Nome não encontrado;43,61;3,8;N/A;Não possui características detectáveis;Brasil;05/06/2025;4,0;igual ao anúncio;https://www.amazon.com.br/dp/B0BHF4NZSJ
35;5;Apps e Jogos;B0DRDHF42V;Nome não encontrado;43,61;N/A;N/A;Não possui características detectáveis;N/A;N/A;N/A;Sem comentários disponíveis;https://www.amazon.com.br/dp/B0DRDHF42V
36;6;Apps e Jogos;B00BFBSV72;Nome não encontrado;43,61;3,9;N/A;Não possui características detectáveis;Brasil;18/06/2023;5,0;GOSTEI.;https://www.amazon.com.br/dp/B00BFBSV72
37;7;Apps e Jogos;B072J5K6F7;Nome não encontrado;43,61;4;N/A;Não possui características detectáveis;N/A;N/A;N/A;Sem comentários disponíveis;https://www.amazon.com.br/dp/B072J5K6F7
38;8;Apps e Jogos;B0BY31TH4N;Nome não encontrado;Preço não disponível;3,5;N/A;Não possui características detectáveis;Brasil;01/02/2025;5,0;Muito bom;https://www.amazon.com.br/dp/B0BY31TH4N
39;9;Apps e Jogos;B0DF5PLDQK;Nome não encontrado;43,61;3,5;N/A;Não possui características detectáveis;Brasil;23/07/2025;1,0;Cancelar;https://www.amazon.com.br/dp/B0DF5PLDQK
40;10;Apps e Jogos;B0CPB81K88;Nome não encontrado;113,38;3,5;N/A;Não possui características detectáveis;Brasil;03/12/2025;5,0;Minha filha adorou a brincadeira de colorir;https://www.amazon.com.br/dp/B0CPB81K88
41;11;Apps e Jogos;B0141KIMPE;Nome não encontrado;43,61;3,6;N/A;Não possui características detectáveis;Brasil;07/08/2025;1,0;-;https://www.amazon.com.br/dp/B0141KIMPE
42;12;Apps e Jogos;B0CRB33MNS;Nome não encontrado;113,38;3,4;N/A;Não possui características detectáveis;N/A;N/A;N/A;Sem comentários disponíveis;https://www.amazon.com.br/dp/B0CRB33MNS
43;13;Apps e Jogos;B0C8PG4M21;Nome não encontrado;Preço não disponível;3,8;N/A;Não possui características detectáveis;N/A;N/A;N/A;Sem comentários disponíveis;https://www.amazon.com.br/dp/B0C8PG4M21
44;14;Apps e Jogos;B0G2YHXPF3;Nome não encontrado;43,61;1;N/A;Não possui características detectáveis;N/A;N/A;N/A;Sem comentários disponíveis;https://www.amazon.com.br/dp/B0G2YHXPF3
45;15;Apps e Jogos;B0FZTYQT27;Nome não encontrado;43,61;1;N/A;Não possui características detectáveis;N/A;N/A;N/A;Sem comentários disponíveis;https://www.amazon.com.br/dp/B0FZTYQT27
46;16;Apps e Jogos;B0DYK3F4VQ;Nome não encontrado;43,61;2,6;N/A;Não possui características detectáveis;Brasil;30/07/2025;1,0;Não achei não concorda com essa cobrança;https://www.amazon.com.br/dp/B0DYK3F4VQ
47;17;Apps e Jogos;B0BDV442KM;Nome não encontrado;Preço não disponível;4;N/A;Não possui características detectáveis;Brasil;03/12/2025;5,0;BOM;https://www.amazon.com.br/dp/B0BDV442KM
48;18;Apps e Jogos;B0F5918H8J;Nome não encontrado;43,61;1;N/A;Não possui características detectáveis;N/A;N/A;N/A;Sem comentários disponíveis;https://www.amazon.com.br/dp/B0F5918H8J
49;19;Apps e Jogos;B0G2KDHBZF;Nome não encontrado;81,18;4,5;N/A;Não possui características detectáveis;N/A;N/A;N/A;Sem comentários disponíveis;https://www.amazon.com.br/dp/B0G2KDHBZF
50;20;Apps e Jogos;B0GGR856F1;Nome não encontrado;Preço não disponível;N/A;N/A;Não possui características detectáveis;N/A;N/A;N/A;Sem comentários disponíveis;https://www.amazon.com.br/dp/B0GGR856F1
51;21;Apps e Jogos;B0G2MKTCSF;Nome não encontrado;43,61;5;N/A;Não possui características detectáveis;N/A;N/A;N/A;Sem comentários disponíveis;https://www.amazon.com.br/dp/B0G2MKTCSF
52;22;Apps e Jogos;B0DXLBFYGV;Nome não encontrado;111,22;2,8;N/A;Não possui características detectáveis;N/A;N/A;N/A;Sem comentários disponíveis;https://www.amazon.com.br/dp/B0DXLBFYGV
53;23;Apps e Jogos;B0B82ZM2H6;Nome não encontrado;21,24;3,4;N/A;Não possui características detectáveis;N/A;N/A;N/A;Sem comentários disponíveis;https://www.amazon.com.br/dp/B0B82ZM2H6
54;24;Apps e Jogos;B0D6YWW6NS;Nome não encontrado;Preço não disponível;4,1;N/A;Não possui características detectáveis;Brasil;11/11/2025;5,0;Bom;https://www.amazon.com.br/dp/B0D6YWW6NS
55;25;Apps e Jogos;B0F1TYWZ11;Nome não encontrado;113,38;4;N/A;Não possui características detectáveis;N/A;N/A;N/A;Sem comentários disponíveis;https://www.amazon.com.br/dp/B0F1TYWZ11
56;26;Apps e Jogos;B09RTFNS1Q;Nome não encontrado;Preço não disponível;3,7;N/A;Não possui características detectáveis;Brasil;10/01/2026;5,0;Gostei;https://www.amazon.com.br/dp/B09RTFNS1Q
57;27;Apps e Jogos;B0FDT1D44G;Nome não encontrado;Preço não disponível;3,8;N/A;Não possui características detectáveis;Brasil;31/07/2025;1,0;um lixo;https://www.amazon.com.br/dp/B0FDT1D44G
58;28;Apps e Jogos;B0FX5731SY;Nome não encontrado;Preço não disponível;N/A;N/A;Não possui características detectáveis;N/A;N/A;N/A;Sem comentários disponíveis;https://www.amazon.com.br/dp/B0FX5731SY
59;29;Apps e Jogos;B0C7H7QCNT;Nome não encontrado;43,61;3,1;N/A;Não possui características detectáveis;Brasil;18/12/2024;1,0;Horrivel;https://www.amazon.com.br/dp/B0C7H7QCNT
60;30;Apps e Jogos;B0G2KGKRL9;Nome não encontrado;81,18;N/A;N/A;Não possui características detectáveis;N/A;N/A;N/A;Sem comentários disponíveis;https://www.amazon.com.br/dp/B0G2KGKRL9
61;1;Automotivo;B076X7T368;Espuma Mágica Aerossol 400ml / 370g;22,43;4,5;11.771;Marca: ‎ESPUMA MÁGICA | Modelo: ‎Espuma Mágica Aerossol 400 ml | Modelo: ‎2087;Brasil;03/01/2026;5,0;O resultado do produto é muito satisfatório!Ainda ficaram uma marcas, mas acredito que com uma segunda aplicação resolva. De 100% tirou algo em torno de 80/85%. Tendo em observação que o o carro se encontrava com uma capa de couro a 6 anos, as marcas que ficaram pode ser encardido, mas deixando claro que o produto vale a pena!;https://www.amazon.com.br/dp/B076X7T368
62;2;Automotivo;B0CLDRS18S;WAP Aspirador de Pó Automotivo CAR 12V2, Portátil, 420ml, com Recipiente Removível e Filtro Lavável, 180W 12VDC;99,90;4,5;3.208;Não possui características detectáveis;Brasil;28/11/2025;5,0;Aspirador bacana, super prático.Ultilizo direto na aspiração do carro.Boa potência, boa sucção. Estou muito satisfeito com a compra.;https://www.amazon.com.br/dp/B0CLDRS18S
63;3;Automotivo;B08VBK2Z35;Vonixx SINTRA FAST - Multilimpador flotador universal, bactericida e germicida de pH balanceado, 500ML;25,47;4,8;2.308;Não possui características detectáveis;Brasil;30/11/2025;5,0;bom produto, rende, cheiro de desinfetante;https://www.amazon.com.br/dp/B08VBK2Z35
64;4;Automotivo;B07WZQC1NJ;CAPACETE ABERTO PRO TORK NEW LIBERTY 3 SOLID PRETO FOSCO TAM. 60;109,00;4,6;15.086;Não possui características detectáveis;Brasil;11/01/2026;5,0;Até agora não deu sinal de cair a viseira, muito bom capacete pra o dia a dia;https://www.amazon.com.br/dp/B07WZQC1NJ
65;5;Automotivo;B09N9TYTSJ;Veda Porta Rolinho em Couro Sintético – Isolamento Térmico, Acústico, Protege Contra Insetos e Luz – Branco 80cm - Comfort Door;25,60;4,6;2.096;Não possui características detectáveis;Brasil;23/12/2025;5,0;Produto de courino, veda muito bem a fresta da porta. Tive que cortar uma parte por ser maior do que a porta.;https://www.amazon.com.br/dp/B09N9TYTSJ
66;6;Automotivo;B08B1VX8RY;Vonixx INTENSE - Renovador de plásticos com proteção UV, 500ML;30,36;4,8;2.574;Marca: ‎VONIXX | Modelo: ‎MODELO | Modelo: ‎2009039;Brasil;15/12/2025;5,0;Produto muito bom e deixa um brilho ótimo no painel do carro e não deixa úmido.;https://www.amazon.com.br/dp/B08B1VX8RY
67;7;Automotivo;B0027ZC2MU;Bosch Palheta Dianteira Aerofit AF26, Limpador de Para-brisa com Tratamento de Grafite, 26 Polegadas 650 mm, Unitário Preta;;4,6;5.220;Não possui características detectáveis;Brasil;02/12/2025;5,0;Palhetas excelentes, muito silenciosas e limpam muito bem. Vale a muito a pena. Na Amazon bem mais barato que em lojas físicas.;https://www.amazon.com.br/dp/B0027ZC2MU
68;8;Automotivo;B0CTD5MCW1;Snow Foam Pump 3 Em 1 Manual Espuma Água Químicos SGT-9924;48,80;4,6;421;Não possui características detectáveis;Brasil;04/01/2026;5,0;Excelente produto, espuma excelente, utilizei com detergente para testar e a espuma ficou cremosa.;https://www.amazon.com.br/dp/B0CTD5MCW1
69;9;Automotivo;B094RFG1JH;vonixx Toalha de Microfibra para Secagem 50 x 90cm 350GSM 80% Poliéster 20% Poliamida;37,90;4,8;349;Não possui características detectáveis;Brasil;02/01/2026;5,0;Ótimo produto, o tamanho e a absorção excelentes;https://www.amazon.com.br/dp/B094RFG1JH
70;10;Automotivo;B0F6ZG5BJJ;Protetor Solar Para-brisa, Quebra Sol Portátil, Proteção Térmica UV, Protetor Solar com Isolamento Térmico, Retrátil, Protetor Térmico Para Carro, Protetor Dobrável Preto para Carro;27,99;4,0;226;Não possui características detectáveis;Brasil;16/01/2026;5,0;Muito bom,tem ajudado muito nesse calor qdo o carro fica em lugar descoberto.;https://www.amazon.com.br/dp/B0F6ZG5BJJ
71;11;Automotivo;B07Y5LQGLC;vonixx CARNAUBA TOK FINAL 500ML;27,21;4,7;1.627;Não possui características detectáveis;Brasil;29/12/2025;5,0;Fácil e rápido de usar. Aplica com um pano e imediatamente lustra com o outro. Eficiente, cheiroso, brilho incrível;https://www.amazon.com.br/dp/B07Y5LQGLC
72;12;Automotivo;B0FWCBD9M7;Kit 100 Presilhas e Grampos Universais para Parabarro, Parachoque e Forro de Porta – Fixação Automotiva Reforçada, Ideal para Acabamento Interno e Externo do Carro;20,03;4,3;23;Não possui características detectáveis;Brasil;05/01/2026;5,0;Produto atendeu as minhas necessidades, e as ferramentasforam essenciais.;https://www.amazon.com.br/dp/B0FWCBD9M7
73;13;Automotivo;B07Y5QM77S;"Bosch Jogo de Palhetas Dianteiras Aerofit AF178 para Limpadores de Para-brisa com Tratamento de Grafite, 20"" 500 mm e 20"" 500 mm, Par";48,56;4,6;2.298;Não possui características detectáveis;Brasil;12/11/2025;5,0;Chegou no prazo.  Produto original e boa qualidade. Fácil de montar. Esta tendo um ótimo desempenho. Recomendo....;https://www.amazon.com.br/dp/B07Y5QM77S
74;14;Automotivo;B07YDW6YXS;CAPACETE FECHADO PRO TORK SPORT MOTO 788 PRETO - BRANCO TAM. 56;133,70;4,5;7.897;Não possui características detectáveis;Brasil;09/01/2026;5,0;Preço bom , entrega no prazo e o produto também é bom, pelo preço não é um top de linha , mas quebra um galho para quem está sem grana, já protege vc;https://www.amazon.com.br/dp/B07YDW6YXS
75;15;Automotivo;B07CYRXDZR;CAPACETE FECHADO PRO TORK NEW LIBERTY 4 SOLID PRETO FOSCO TAM. 58;129,90;4,4;4.133;Não possui características detectáveis;Brasil;13/12/2025;5,0;Capacete bom, material de qualidade, ótimo custo benefício;https://www.amazon.com.br/dp/B07CYRXDZR
76;16;Automotivo;B0FWNKVTSN;Protetor Solar Para-brisa, Quebra Sol Portátil, Proteção Térmica UV, Protetor Solar com Isolamento Térmico, Retrátil, Protetor Térmico Para Carro, Protetor Dobrável Preto para Carro;39,00;4,0;42;Não possui características detectáveis;Brasil;12/01/2026;5,0;Produto muito bom, até o momento apresenta resistencia e protege bem do Sol.;https://www.amazon.com.br/dp/B0FWNKVTSN
77;17;Automotivo;B07VLT6HM2;Rodabrisa Gel Carro Novo;8,26;4,3;778;Marca: ‎Rodabrill | Modelo: ‎7898275013107 | Modelo: ‎7898275013107;Brasil;08/12/2025;5,0;O cheiro é bom;https://www.amazon.com.br/dp/B07VLT6HM2
78;18;Automotivo;B09SZKKHZ5;Termometro Industrial Culinaria a Laser Para Forno Freezer -50º A 380ºC Digital Sem Contato LCD Termômetro Infravermelho Pirômetro de Testador De Temperatura IR Industrial com Emissividade Ajustável;35,54;4,5;542;Não possui características detectáveis;Brasil;13/12/2025;5,0;Esse termômetro me surpreendeu. Não botava muita fé. Mas testei com mistura de água e gelo e com água fervendo. Nos dois casos deu leitura com menos de 1 grau de erro. Testei contra um termômetro de cozinha e bateu. É super simples de usar, leitura em segundos. Só cuide para fazer a leitura de perto, tipo 15-20 cm.;https://www.amazon.com.br/dp/B09SZKKHZ5
79;19;Automotivo;B07RRYYBWG;Limpa Estofados ZIP spray 300ml, MY PLACE, AE2500011;17,75;4,3;247;Não possui características detectáveis;Brasil;01/01/2026;5,0;Ótimo produto e deixa um cheiro de limpeza.;https://www.amazon.com.br/dp/B07RRYYBWG
80;20;Automotivo;B07WSFY5MM;Protetor Para,Sol Universal com Superficie Refletiva, Tramontina;35,70;4,3;2.278;Não possui características detectáveis;Brasil;27/05/2025;5,0;Produto bom, porém as ventosas fixam pouco com o calor. Está me atendendo porque eu apoio no retrovisor.;https://www.amazon.com.br/dp/B07WSFY5MM
81;21;Automotivo;B07JPJKHSH;Proauto Limpa e Hidrata Couro 150 g;19,01;4,6;3.795;Não escorre;Brasil;08/01/2026;5,0;Excelente produto.Trata, limpa e deixa um aroma agradável;https://www.amazon.com.br/dp/B07JPJKHSH
82;22;Automotivo;B0CB4MT1DZ;Capa de Cobrir Moto em Couro Protetora Impermeável Anti-uv (SCOOTER ELÉTRICA);69,90;4,6;1.069;Não possui características detectáveis;Brasil;05/12/2025;5,0;Material bom.;https://www.amazon.com.br/dp/B0CB4MT1DZ
83;23;Automotivo;B08N844668;vonixx Shampoo Automotivo Concentrado 1:400 V-floc 3 Litros;102,90;4,8;1.428;Não possui características detectáveis;Brasil;09/01/2026;5,0;Produto realmente fantástico, é o melhor shampoo automotivo que já comprei. Rende muito, faz muita espuma, limpa de verdade e tem cheiro de uva! Esse último atributo não precisava mas é verdade. Enfim: recomendo.;https://www.amazon.com.br/dp/B08N844668
84;24;Automotivo;B07YCLFHQW;GLACO BIG 120ml;78,99;4,8;991;Marca: ‎SOFT99 | Modelo: ‎cristalizador de vidros | Modelo: ‎10315;Brasil;04/12/2025;5,0;Funciona muito bem! É impressionante ver as gotas de agua deslizarem pelo para-brisas rapidamente sem marcar, deixando a visão livre! Fácil de aplicar e parece ser bastante duradouro. É um pouco caro mas vale o preço;https://www.amazon.com.br/dp/B07YCLFHQW
85;25;Automotivo;B07Y5M2YXJ;vonixx REVOX 500ML;39,22;4,8;1.104;Marca: ‎VONIXX | Modelo: ‎MODELO | Modelo: ‎2011016;Brasil;22/12/2025;5,0;Funciona muito bem , deixa com aspecto de novo , sem ficar brilhante e ficando um tom de preto original e novo.;https://www.amazon.com.br/dp/B07Y5M2YXJ
86;26;Automotivo;B0CGGBT8FN;Kit V-Floc Shampoo Neutro Super Concentrado Automotivo + Cera Liquida Protetora Tok Final Vonixx Luva Pano Microfibra;71,09;4,7;279;Não possui características detectáveis;Brasil;09/12/2025;5,0;Produtos de limpeza automotiva de grande qualidade,  facilitando bastante na hora de lavar o carro...;https://www.amazon.com.br/dp/B0CGGBT8FN
87;27;Automotivo;B07VS8XC9X;Rodabrill Sache Aromatizante England;13,50;4,3;2.584;Não possui características detectáveis;Brasil;05/12/2025;5,0;Ótimo custo benefício, cheiro leve , mas muito bom .;https://www.amazon.com.br/dp/B07VS8XC9X
88;28;Automotivo;B07QV2LHS3;Capacete Moto Fechado R8 Preto/Prata Tam. 62;142,97;4,4;4.899;Não possui características detectáveis;Brasil;05/01/2026;5,0;Produto maravilhoso, chegou rápido e muito lindo. Coube certinho e achei ótima qualidade;https://www.amazon.com.br/dp/B07QV2LHS3
89;29;Automotivo;B0FK5X216K;Kit 7 Peças Lavagem Automotiva Completo com Flanela Microfibra 30x40cm + Luva Microfibra + 5 Pincéis Detalhamento Interno e Externo para Carro, Moto, Rodas, Painel, Motor e Estofado CWK Tools;24,90;3,8;5;"Marca: ‎Cwk Tools | Modelo: ‎Kit Lavagem Automotiva | Dimensões: ‎22 x 31 x 9 cm; 200 g";Brasil;15/01/2026;5,0;VEIO CERTINHO;https://www.amazon.com.br/dp/B0FK5X216K
90;30;Automotivo;B00CJO4XYE;Bosch Lâmpada de Farol H11 Bosch Pure Light - 12V 55W;29,89;4,6;8.794;Não possui características detectáveis;Brasil;12/01/2026;5,0;Ilumina muito bem;https://www.amazon.com.br/dp/B00CJO4XYE
91;1;Bebês;B099KTRZP7;Fralda Turma da Mônica Baby Mega P 62 Unidades;38,10;4,7;45.257;Cintura elástica, que proporciona perfeito ajuste no corpinho do bebê;Brasil;15/01/2026;5,0;Produto bem embalado, chegou no prazo e preço acessível.;https://www.amazon.com.br/dp/B099KTRZP7
