Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço;Nota Geral;Qtd. Avaliações;País;Data Comentário;Nota Comentário;Comentário;Link
2;2;Alimentos e Bebidas;B07Y2GTX9G;Doce de Leite Cremoso FLORMEL 210 Gramas;20,99;4,6;3.940;Brasil;03/12/2025;5;É muito gostoso, você quase esquece que é um doce 0 açúcar, não achei que tem gosto residual de adoçante e rende bastante. Fica ótimo num bolinho ou numa torrada;https://www.amazon.com.br/dp/B07Y2GTX9G
2;2;Alimentos e Bebidas;B07Y2GTX9G;Doce de Leite Cremoso FLORMEL 210 Gramas;20,99;4,6;3.940;Brasil;10/01/2026;5;Maravilhoso não tem diferença nenhuma dos outros é uma qualidade incrível;https://www.amazon.com.br/dp/B07Y2GTX9G
2;2;Alimentos e Bebidas;B07Y2GTX9G;Doce de Leite Cremoso FLORMEL 210 Gramas;20,99;4,6;3.940;Brasil;08/01/2026;5;Melhor doce de leite zero açúcar da vida;https://www.amazon.com.br/dp/B07Y2GTX9G
3;3;Alimentos e Bebidas;B07HDSL78H;Orfeu Café Clássico em Grãos, 100% Arabica, Torra Média, 1kg;137,89;4,7;18.482;Brasil;05/01/2026;5;café top, topíssimo!! Comprei numa promoção e valeu super a pena. Tomava o Mellitta gourmet da caixa verde, mas ele é superior, ou seja, inferior a este que é o especial.;https://www.amazon.com.br/dp/B07HDSL78H
3;3;Alimentos e Bebidas;B07HDSL78H;Orfeu Café Clássico em Grãos, 100% Arabica, Torra Média, 1kg;137,89;4,7;18.482;Brasil;05/12/2025;5;Fiquei muito satisfeito com este café. O aroma é envolvente desde a abertura da embalagem, trazendo notas delicadas que já antecipam uma experiência especial. Na xícara, o sabor é equilibrado, com acidez suave e um toque adocicado que se destaca sem exageros. A torra está no ponto certo, realçando a qualidade dos grãos e deixando um final limpo e agradável.;https://www.amazon.com.br/dp/B07HDSL78H
3;3;Alimentos e Bebidas;B07HDSL78H;Orfeu Café Clássico em Grãos, 100% Arabica, Torra Média, 1kg;137,89;4,7;18.482;Brasil;09/01/2026;5;Sabor incrível e suave, acidez acentuada. Gostei bastante, um dos melhores cafés que já tomei, mas ainda procuro algo um pouco menos ácido.;https://www.amazon.com.br/dp/B07HDSL78H
3;3;Alimentos e Bebidas;B07HDSL78H;Orfeu Café Clássico em Grãos, 100% Arabica, Torra Média, 1kg;137,89;4,7;18.482;Brasil;08/01/2026;4;Bom produto recomendo.;https://www.amazon.com.br/dp/B07HDSL78H
3;3;Alimentos e Bebidas;B07HDSL78H;Orfeu Café Clássico em Grãos, 100% Arabica, Torra Média, 1kg;137,89;4,7;18.482;Brasil;11/12/2025;5;Café de qualidade, com aroma e sabor.;https://www.amazon.com.br/dp/B07HDSL78H
3;3;Alimentos e Bebidas;B07HDSL78H;Orfeu Café Clássico em Grãos, 100% Arabica, Torra Média, 1kg;137,89;4,7;18.482;Brasil;07/01/2026;5;Muito bom o café, um sabor bem acentuado, mas ao mesmo tempo é suave, recomendo;https://www.amazon.com.br/dp/B07HDSL78H
3;3;Alimentos e Bebidas;B07HDSL78H;Orfeu Café Clássico em Grãos, 100% Arabica, Torra Média, 1kg;137,89;4,7;18.482;Brasil;24/12/2025;5;Nessa faixa de preço, é um café simplesmente imbatível. O único que talvez chegue perto é o 3 Corações Rituais Orgânico, dos que já provei até agora. Café equilibrado, saboroso, agradável, daqueles que dá vontade de tomar a qualquer hora.;https://www.amazon.com.br/dp/B07HDSL78H
3;3;Alimentos e Bebidas;B07HDSL78H;Orfeu Café Clássico em Grãos, 100% Arabica, Torra Média, 1kg;137,89;4,7;18.482;Brasil;09/12/2025;5;Sabor real de café, saboroso, rende bem, compensa muito a sua compra.;https://www.amazon.com.br/dp/B07HDSL78H
3;3;Alimentos e Bebidas;B07HDSL78H;Orfeu Café Clássico em Grãos, 100% Arabica, Torra Média, 1kg;137,89;4,7;18.482;Brasil;06/01/2026;5;Um dos melhores cafés especiais que comprei, muito aromático e na torra ideal.;https://www.amazon.com.br/dp/B07HDSL78H
3;3;Alimentos e Bebidas;B07HDSL78H;Orfeu Café Clássico em Grãos, 100% Arabica, Torra Média, 1kg;137,89;4,7;18.482;Brasil;04/01/2026;5;Encorpado, gostoso e super recomendo para quem quer um bom café;https://www.amazon.com.br/dp/B07HDSL78H
4;4;Alimentos e Bebidas;B089T37GDT;Orfeu Café Bourbon Amarelo Torrado e Moído, 100% Arabica, Torra Média Clara, 250g;26,79;4,7;1.407;Brasil;01/01/2026;5;Sabor, doçura e aroma excelentes, para quem aprecia um bom café arábica;https://www.amazon.com.br/dp/B089T37GDT
4;4;Alimentos e Bebidas;B089T37GDT;Orfeu Café Bourbon Amarelo Torrado e Moído, 100% Arabica, Torra Média Clara, 250g;26,79;4,7;1.407;Brasil;30/12/2025;5;Sabor e qualidade, além de entrega muito rápida!;https://www.amazon.com.br/dp/B089T37GDT
4;4;Alimentos e Bebidas;B089T37GDT;Orfeu Café Bourbon Amarelo Torrado e Moído, 100% Arabica, Torra Média Clara, 250g;26,79;4,7;1.407;Brasil;03/12/2025;5;Café perfeito. Aroma, sabor e alta qualidade. Recomendo.;https://www.amazon.com.br/dp/B089T37GDT
4;4;Alimentos e Bebidas;B089T37GDT;Orfeu Café Bourbon Amarelo Torrado e Moído, 100% Arabica, Torra Média Clara, 250g;26,79;4,7;1.407;Brasil;03/11/2025;5;Esse café é ótimo e vou dizer porquê. O Bourbon Amarelo é naturalmente suave e a moagem deste é bem fina. Essa moagem me lembrou o Lor que um dia já foi considerado bom. Por isso, minha primeira impressão não foi boa. Moagens finas demais dificultam o processo para quem não tem experiência. Só que nesse caso, de forma surpreendente, deu muito certo. Como Bourbon é suave e cítrico, o fato dele ser moído bem fino resultou num equilíbrio de sabor. Sabendo fazer, fica muito saboroso e com pouquíssimo amargor. Para uma xícara, eu uso 8 g / 120 ml de água.;https://www.amazon.com.br/dp/B089T37GDT
4;4;Alimentos e Bebidas;B089T37GDT;Orfeu Café Bourbon Amarelo Torrado e Moído, 100% Arabica, Torra Média Clara, 250g;26,79;4,7;1.407;Brasil;04/12/2025;4;"O café é saboroso e aromático, mas a moagem é fina demais! Costumo fazer café passada e chega num ponto que não filtra mais. Só não levou 5 estrelas por causa disso. Porém, mesmo com esse ""problema"", compraria novamente.";https://www.amazon.com.br/dp/B089T37GDT
4;4;Alimentos e Bebidas;B089T37GDT;Orfeu Café Bourbon Amarelo Torrado e Moído, 100% Arabica, Torra Média Clara, 250g;26,79;4,7;1.407;Brasil;05/01/2026;5;Muito bom café excepcional pena ser muito caro;https://www.amazon.com.br/dp/B089T37GDT
4;4;Alimentos e Bebidas;B089T37GDT;Orfeu Café Bourbon Amarelo Torrado e Moído, 100% Arabica, Torra Média Clara, 250g;26,79;4,7;1.407;Brasil;14/11/2025;5;Produto entregue antes da data,validade mto boa!Ainda não experimentei,mas só boas expectativas.;https://www.amazon.com.br/dp/B089T37GDT
4;4;Alimentos e Bebidas;B089T37GDT;Orfeu Café Bourbon Amarelo Torrado e Moído, 100% Arabica, Torra Média Clara, 250g;26,79;4,7;1.407;Brasil;03/01/2026;5;O café para mim é um dos melhores.Muito saboroso.;https://www.amazon.com.br/dp/B089T37GDT
4;4;Alimentos e Bebidas;B089T37GDT;Orfeu Café Bourbon Amarelo Torrado e Moído, 100% Arabica, Torra Média Clara, 250g;26,79;4,7;1.407;Brasil;08/01/2026;5;Esse é sem dúvidas o melhor café da Orfeu, provamos diversos tipos e esse é o melhor;https://www.amazon.com.br/dp/B089T37GDT
4;4;Alimentos e Bebidas;B089T37GDT;Orfeu Café Bourbon Amarelo Torrado e Moído, 100% Arabica, Torra Média Clara, 250g;26,79;4,7;1.407;Brasil;06/01/2026;5;Café de alta qualidade;https://www.amazon.com.br/dp/B089T37GDT
5;5;Alimentos e Bebidas;B0F2GMT6T3;Integralmedica - Barra de Proteína Whey Protein Crisp Bar Ovomaltine - Snack Proteíco - Pré e Pós-Treino - 12 Unidades;78,13;4,7;9.830;Brasil;11/11/2025;5;Ótima barra, gosto e tamanho ideal (pra mim, acho), quantidade proteica boa, só talvez um pouco dura, mas não de um jeito ruim. Comparando com outras marcas, o preço é um pouco maior, mas vale a pena.;https://www.amazon.com.br/dp/B0F2GMT6T3
5;5;Alimentos e Bebidas;B0F2GMT6T3;Integralmedica - Barra de Proteína Whey Protein Crisp Bar Ovomaltine - Snack Proteíco - Pré e Pós-Treino - 12 Unidades;78,13;4,7;9.830;Brasil;22/12/2025;5;Deliciosa! Bom tamanho, textura, gosto, enfim… perfeita. Parece que vc tá comendo chocolate mesmo, pois nem o gosto residual de adoçantes fica. Recomendo muito!;https://www.amazon.com.br/dp/B0F2GMT6T3
5;5;Alimentos e Bebidas;B0F2GMT6T3;Integralmedica - Barra de Proteína Whey Protein Crisp Bar Ovomaltine - Snack Proteíco - Pré e Pós-Treino - 12 Unidades;78,13;4,7;9.830;Brasil;03/01/2026;5;É a melhor barrinha pra quem tem o paladar voltado para doces. A gente até esquece que é algo não gordo.;https://www.amazon.com.br/dp/B0F2GMT6T3
5;5;Alimentos e Bebidas;B0F2GMT6T3;Integralmedica - Barra de Proteína Whey Protein Crisp Bar Ovomaltine - Snack Proteíco - Pré e Pós-Treino - 12 Unidades;78,13;4,7;9.830;Brasil;27/12/2025;5;Produto chegou certinho e muito bomm;https://www.amazon.com.br/dp/B0F2GMT6T3
5;5;Alimentos e Bebidas;B0F2GMT6T3;Integralmedica - Barra de Proteína Whey Protein Crisp Bar Ovomaltine - Snack Proteíco - Pré e Pós-Treino - 12 Unidades;78,13;4,7;9.830;Brasil;23/12/2025;4;Produto de qualidade e é muito saboroso. Só não recebe a nota máxima por causa da péssima entrega trouxe a caixa no envelope e chegou com os produtos todos amassados;https://www.amazon.com.br/dp/B0F2GMT6T3
5;5;Alimentos e Bebidas;B0F2GMT6T3;Integralmedica - Barra de Proteína Whey Protein Crisp Bar Ovomaltine - Snack Proteíco - Pré e Pós-Treino - 12 Unidades;78,13;4,7;9.830;Brasil;11/01/2026;5;Acho que deveria ter um custo beneficio melhor , pq quem compra é fiel a marca , muito b vendi bastante.  Maia vcs varia de preço.  Aqui no sertão sergipano esse preço fica difícil ... ate pra repassar e Tbm usufrui;https://www.amazon.com.br/dp/B0F2GMT6T3
5;5;Alimentos e Bebidas;B0F2GMT6T3;Integralmedica - Barra de Proteína Whey Protein Crisp Bar Ovomaltine - Snack Proteíco - Pré e Pós-Treino - 12 Unidades;78,13;4,7;9.830;Brasil;23/12/2025;5;Barra saborosa, porém um tanto quanto doce. Para quem está acostumada com a Duo Crunch e a de cookies n cream. Mas valeu a experiência;https://www.amazon.com.br/dp/B0F2GMT6T3
5;5;Alimentos e Bebidas;B0F2GMT6T3;Integralmedica - Barra de Proteína Whey Protein Crisp Bar Ovomaltine - Snack Proteíco - Pré e Pós-Treino - 12 Unidades;78,13;4,7;9.830;Brasil;14/12/2025;5;Uma delícia, com certeza vou comprar mais vezes o sabor maravilhoso;https://www.amazon.com.br/dp/B0F2GMT6T3
5;5;Alimentos e Bebidas;B0F2GMT6T3;Integralmedica - Barra de Proteína Whey Protein Crisp Bar Ovomaltine - Snack Proteíco - Pré e Pós-Treino - 12 Unidades;78,13;4,7;9.830;Brasil;10/01/2026;5;Umas das melhores barras que ja comi,  tira bem a vontade de doce. Só é mais cara que muitas outras;https://www.amazon.com.br/dp/B0F2GMT6T3
5;5;Alimentos e Bebidas;B0F2GMT6T3;Integralmedica - Barra de Proteína Whey Protein Crisp Bar Ovomaltine - Snack Proteíco - Pré e Pós-Treino - 12 Unidades;78,13;4,7;9.830;Brasil;11/01/2026;5;Chegou antes do tempo e o produto ótimo;https://www.amazon.com.br/dp/B0F2GMT6T3
6;6;Alimentos e Bebidas;B00P9VQCXY;Andorinha - Azeite vidro, Extra virgem, 500ml;34,49;4,9;9.204;Brasil;15/12/2025;5;Excelente custo benefício, azeite de oliva Andorinha é de excelente qualidade e uma marca de longa data no mercado.  Preço estava excelente;https://www.amazon.com.br/dp/B00P9VQCXY
6;6;Alimentos e Bebidas;B00P9VQCXY;Andorinha - Azeite vidro, Extra virgem, 500ml;34,49;4,9;9.204;Brasil;22/12/2025;5;Preço qualidade ótima oportunidade de preço;https://www.amazon.com.br/dp/B00P9VQCXY
6;6;Alimentos e Bebidas;B00P9VQCXY;Andorinha - Azeite vidro, Extra virgem, 500ml;34,49;4,9;9.204;Brasil;01/01/2026;5;O produto é muito bom, gostoso, cheiro suave, gostei muito.;https://www.amazon.com.br/dp/B00P9VQCXY
6;6;Alimentos e Bebidas;B00P9VQCXY;Andorinha - Azeite vidro, Extra virgem, 500ml;34,49;4,9;9.204;Brasil;22/12/2025;5;Bom ótimo custo benefício;https://www.amazon.com.br/dp/B00P9VQCXY
6;6;Alimentos e Bebidas;B00P9VQCXY;Andorinha - Azeite vidro, Extra virgem, 500ml;34,49;4,9;9.204;Brasil;13/12/2025;5;A qual desse azeite é muito boa e o preço valeu a pena.;https://www.amazon.com.br/dp/B00P9VQCXY
6;6;Alimentos e Bebidas;B00P9VQCXY;Andorinha - Azeite vidro, Extra virgem, 500ml;34,49;4,9;9.204;Brasil;13/12/2025;5;Ótimo nazeite de qualidade excelente, o preço estava ótimo;https://www.amazon.com.br/dp/B00P9VQCXY
6;6;Alimentos e Bebidas;B00P9VQCXY;Andorinha - Azeite vidro, Extra virgem, 500ml;34,49;4,9;9.204;Brasil;07/12/2025;5;Já uso essa marca de azeite há muito tempo e gosto do sabor e como ele espalha bem sobre os alimentos!;https://www.amazon.com.br/dp/B00P9VQCXY
6;6;Alimentos e Bebidas;B00P9VQCXY;Andorinha - Azeite vidro, Extra virgem, 500ml;34,49;4,9;9.204;Brasil;19/12/2025;5;Ótimo preço. Boa qualidade.;https://www.amazon.com.br/dp/B00P9VQCXY
6;6;Alimentos e Bebidas;B00P9VQCXY;Andorinha - Azeite vidro, Extra virgem, 500ml;34,49;4,9;9.204;Brasil;11/01/2026;5;O preço estava bom;https://www.amazon.com.br/dp/B00P9VQCXY
6;6;Alimentos e Bebidas;B00P9VQCXY;Andorinha - Azeite vidro, Extra virgem, 500ml;34,49;4,9;9.204;Brasil;10/01/2026;5;Bom azeite com preço.;https://www.amazon.com.br/dp/B00P9VQCXY
7;7;Alimentos e Bebidas;B09M2B14V7;YoPRO Bebida Láctea UHT Chocolate 15g de proteínas 250ml - 12 unidades;89,1;4,7;23.453;Brasil;06/01/2026;5;Ótimo pós treino;https://www.amazon.com.br/dp/B09M2B14V7
7;7;Alimentos e Bebidas;B09M2B14V7;YoPRO Bebida Láctea UHT Chocolate 15g de proteínas 250ml - 12 unidades;89,1;4,7;23.453;Brasil;07/01/2026;5;Ótimo produto;https://www.amazon.com.br/dp/B09M2B14V7
7;7;Alimentos e Bebidas;B09M2B14V7;YoPRO Bebida Láctea UHT Chocolate 15g de proteínas 250ml - 12 unidades;89,1;4,7;23.453;Brasil;05/01/2026;5;O gosto é muito bom. É muito prático para um lanche.;https://www.amazon.com.br/dp/B09M2B14V7
7;7;Alimentos e Bebidas;B09M2B14V7;YoPRO Bebida Láctea UHT Chocolate 15g de proteínas 250ml - 12 unidades;89,1;4,7;23.453;Brasil;29/12/2025;5;Ótimo produto e de qualidade;https://www.amazon.com.br/dp/B09M2B14V7
7;7;Alimentos e Bebidas;B09M2B14V7;YoPRO Bebida Láctea UHT Chocolate 15g de proteínas 250ml - 12 unidades;89,1;4,7;23.453;Brasil;28/12/2025;5;Melhor whey de caixinha!!!;https://www.amazon.com.br/dp/B09M2B14V7
7;7;Alimentos e Bebidas;B09M2B14V7;YoPRO Bebida Láctea UHT Chocolate 15g de proteínas 250ml - 12 unidades;89,1;4,7;23.453;Brasil;30/11/2025;4;Recebi mensagem que foi entregue no dia 28, porém não foi entregue. Hoje no dia 30 de nov a caixa com o produto foi jogada na garagem. Pessoa da entrega nao tocou nem a companhia. Em relação ao produto, eu recomendo.;https://www.amazon.com.br/dp/B09M2B14V7
7;7;Alimentos e Bebidas;B09M2B14V7;YoPRO Bebida Láctea UHT Chocolate 15g de proteínas 250ml - 12 unidades;89,1;4,7;23.453;Brasil;20/12/2025;5;O Yopro é muito bom e ajuda demais nos dia de correria… A entrega foi muito rápida e o valor ótimo!;https://www.amazon.com.br/dp/B09M2B14V7
7;7;Alimentos e Bebidas;B09M2B14V7;YoPRO Bebida Láctea UHT Chocolate 15g de proteínas 250ml - 12 unidades;89,1;4,7;23.453;Brasil;27/12/2025;5;Tomando 1 por dia… no intervalo entre o almoço e lanche da tarde.Primeiro vez que compro e gostei bastante. É muito saboroso… pena que não dá pra comprar sempre.;https://www.amazon.com.br/dp/B09M2B14V7
7;7;Alimentos e Bebidas;B09M2B14V7;YoPRO Bebida Láctea UHT Chocolate 15g de proteínas 250ml - 12 unidades;89,1;4,7;23.453;Brasil;11/01/2026;5;Muito bom e chegou rápido;https://www.amazon.com.br/dp/B09M2B14V7
7;7;Alimentos e Bebidas;B09M2B14V7;YoPRO Bebida Láctea UHT Chocolate 15g de proteínas 250ml - 12 unidades;89,1;4,7;23.453;Brasil;10/01/2026;5;Produto gostoso. Chegou bem embalado.;https://www.amazon.com.br/dp/B09M2B14V7
8;8;Alimentos e Bebidas;B081QWG9J1;Ninho Nestle Zero Lactose 700G;39,99;4,8;4.096;Brasil;02/01/2026;5;Muito bom, e um ótimo custo benefício;https://www.amazon.com.br/dp/B081QWG9J1
8;8;Alimentos e Bebidas;B081QWG9J1;Ninho Nestle Zero Lactose 700G;39,99;4,8;4.096;Brasil;15/12/2025;5;O Ninho Nestlé Zero Lactose é um produto de qualidade comprovada. É uma marca consolidada no mercado, que mantém o mesmo sabor e a mesma cremosidade da fórmula original, sem qualquer diferença perceptível. Minha neta utiliza até hoje e sempre teve ótima aceitação. É saboroso, confiável e uma excelente opção para quem precisa ou prefere a versão sem lactose, sem abrir mão da qualidade tradicional do Ninho. Recomendo fortemente.;https://www.amazon.com.br/dp/B081QWG9J1
8;8;Alimentos e Bebidas;B081QWG9J1;Ninho Nestle Zero Lactose 700G;39,99;4,8;4.096;Brasil;21/11/2025;5;Chegou vem embalado. Chegou no tempo e o valor estava muito bom.;https://www.amazon.com.br/dp/B081QWG9J1
8;8;Alimentos e Bebidas;B081QWG9J1;Ninho Nestle Zero Lactose 700G;39,99;4,8;4.096;Brasil;29/11/2025;5;Uso ele e dar super certo para minha filha.;https://www.amazon.com.br/dp/B081QWG9J1
8;8;Alimentos e Bebidas;B081QWG9J1;Ninho Nestle Zero Lactose 700G;39,99;4,8;4.096;Brasil;26/12/2025;5;Chegou rápido, preço econômico.;https://www.amazon.com.br/dp/B081QWG9J1
8;8;Alimentos e Bebidas;B081QWG9J1;Ninho Nestle Zero Lactose 700G;39,99;4,8;4.096;Brasil;03/01/2026;5;Ótimo 😁;https://www.amazon.com.br/dp/B081QWG9J1
8;8;Alimentos e Bebidas;B081QWG9J1;Ninho Nestle Zero Lactose 700G;39,99;4,8;4.096;Brasil;22/12/2025;5;Otimo preço.;https://www.amazon.com.br/dp/B081QWG9J1
8;8;Alimentos e Bebidas;B081QWG9J1;Ninho Nestle Zero Lactose 700G;39,99;4,8;4.096;Brasil;08/12/2025;4;Bom  custo benefício,  o ruim é que agente não tem como saber a data de validade.;https://www.amazon.com.br/dp/B081QWG9J1
8;8;Alimentos e Bebidas;B081QWG9J1;Ninho Nestle Zero Lactose 700G;39,99;4,8;4.096;Brasil;09/01/2026;5;Muito gostoso. Não é exatamente igual a um leite em pó normal, mas dá pra se acostumar tranquilamente.;https://www.amazon.com.br/dp/B081QWG9J1
8;8;Alimentos e Bebidas;B081QWG9J1;Ninho Nestle Zero Lactose 700G;39,99;4,8;4.096;Brasil;09/01/2026;5;Sem texto;https://www.amazon.com.br/dp/B081QWG9J1
9;9;Alimentos e Bebidas;B09JZBTWV1;Pack de Coca-Cola sem Açúcar 350Ml 6 unidades;22,14;4,8;1.844;Brasil;03/01/2026;5;Produto de ótima qualidade;https://www.amazon.com.br/dp/B09JZBTWV1
9;9;Alimentos e Bebidas;B09JZBTWV1;Pack de Coca-Cola sem Açúcar 350Ml 6 unidades;22,14;4,8;1.844;Brasil;30/10/2025;5;Bom preço;https://www.amazon.com.br/dp/B09JZBTWV1
9;9;Alimentos e Bebidas;B09JZBTWV1;Pack de Coca-Cola sem Açúcar 350Ml 6 unidades;22,14;4,8;1.844;Brasil;01/12/2025;5;Amo coca-cola zero.;https://www.amazon.com.br/dp/B09JZBTWV1
9;9;Alimentos e Bebidas;B09JZBTWV1;Pack de Coca-Cola sem Açúcar 350Ml 6 unidades;22,14;4,8;1.844;Brasil;07/01/2026;5;Show;https://www.amazon.com.br/dp/B09JZBTWV1
9;9;Alimentos e Bebidas;B09JZBTWV1;Pack de Coca-Cola sem Açúcar 350Ml 6 unidades;22,14;4,8;1.844;Brasil;31/12/2025;5;É a melhor invenção de todos os tempos.;https://www.amazon.com.br/dp/B09JZBTWV1
9;9;Alimentos e Bebidas;B09JZBTWV1;Pack de Coca-Cola sem Açúcar 350Ml 6 unidades;22,14;4,8;1.844;Brasil;13/12/2025;5;Muito bom chegou no prado e bem embalada;https://www.amazon.com.br/dp/B09JZBTWV1
9;9;Alimentos e Bebidas;B09JZBTWV1;Pack de Coca-Cola sem Açúcar 350Ml 6 unidades;22,14;4,8;1.844;Brasil;16/11/2025;5;Bom para incorporar na dieta, com moderação.;https://www.amazon.com.br/dp/B09JZBTWV1
9;9;Alimentos e Bebidas;B09JZBTWV1;Pack de Coca-Cola sem Açúcar 350Ml 6 unidades;22,14;4,8;1.844;Brasil;20/12/2025;4;2 lata viveram estufadas no fundo.;https://www.amazon.com.br/dp/B09JZBTWV1
9;9;Alimentos e Bebidas;B09JZBTWV1;Pack de Coca-Cola sem Açúcar 350Ml 6 unidades;22,14;4,8;1.844;Brasil;09/12/2025;5;gelada;https://www.amazon.com.br/dp/B09JZBTWV1
9;9;Alimentos e Bebidas;B09JZBTWV1;Pack de Coca-Cola sem Açúcar 350Ml 6 unidades;22,14;4,8;1.844;Brasil;21/11/2025;5;Veio certinho;https://www.amazon.com.br/dp/B09JZBTWV1
10;10;Alimentos e Bebidas;B09WTLQ53R;Ninho Fases 1 - Fórmula Infantil, 1.2 kg (Pacote de 1);69,2;4,8;9.102;Brasil;10/01/2026;5;Qualidade, prazo de entrega e sabor.Satisfeitos. Gratidão.;https://www.amazon.com.br/dp/B09WTLQ53R
10;10;Alimentos e Bebidas;B09WTLQ53R;Ninho Fases 1 - Fórmula Infantil, 1.2 kg (Pacote de 1);69,2;4,8;9.102;Brasil;27/12/2025;5;Chegou tudo bem embalado e no prazo correto.;https://www.amazon.com.br/dp/B09WTLQ53R
