Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço;Nota Geral;Qtd. Avaliações;Características;País;Data Comentário;Nota Comentário;Comentário;Link
11;11;Alimentos e Bebidas;B08VKMBSNT;Baggio Café Café Torrado e Moído Aroma de Chocolate com Avelã 250g;31,99;4,8;8.807;"Você economiza 5% em entregas recorrentes deste produto por meio do: Potencial de economia anual:, Saiba mais | .sp_detail2_sponsored_label {         color #555555;         font-size 11px;     }     .sp_detail2_info_icon {         width 11px;         vertical-align text-bottom;         fill #969696;     }     .sp_info_link {         text-decorationnone !important;     }          #sp_detail2_hide_feedback_string {         display none;     }          .sp_detail2_sponsored_labelhover {         color #111111;     }     .sp_detail2_sponsored_labelhover .sp_detail2_info_icon {         fill #555555;     }: Patrocinado";Brasil;15/11/2025;5;Café com gosto e aroma perfeito, é saboroso e quase não sinto acidez. Perfeito para prenssa francesa baratinha, pois não passa pó de café!Tenho uma prenssa dd 20 reais que todo café que faço passa pó, pois com o da Baggio não passou.Sobre gosto, vai de paladar, sinto a nota amargurada e quente da avelã tostada e o cheiro de chocolate é tao intenso que invade o local quando você ta passando. Se tem máquina de expresso na sua casa, essa é a marca de café embalado certa pra você comprar.Consegui por 0 reais graças a um bonus que eu tinha😂💕 ta aprovadissimo. Voltaria a comprar.;https://www.amazon.com.br/dp/B08VKMBSNT
12;12;Alimentos e Bebidas;B004Q47N5G;Whisky Johnnie Walker Red Label 1L;75,08;4,8;6.940;".zg-bf-badge-wrapper{margin5px 0 10px;align-itemscenter;}
        .mvt-best-seller-badge{border-radius4px!important;flex-shrink0;}
        .mvt-cat-name{white-spacenowrap;overflowhidden;text-overflowellipsis;}
        .zg-bf-badge-wrapper a.badge-linkhover{text-decorationnone}
        .zg-bf-badge-wrapper .badge-link{displayinline-flex;gap8px;align-itemscenter;}
        .zg-bf-badge-wrapper .badge-linkfocus{outline-width 3px; outline-offset 2px; outline-style solid; border-radius 4px;}: 1º mais vendidoem Whisky | Tamanho: 1 l (Pacote de 1) | .sp_detail2_sponsored_label {         color #555555;         font-size 11px;     }     .sp_detail2_info_icon {         width 11px;         vertical-align text-bottom;         fill #969696;     }     .sp_info_link {         text-decorationnone !important;     }          #sp_detail2_hide_feedback_string {         display none;     }          .sp_detail2_sponsored_labelhover {         color #111111;     }     .sp_detail2_sponsored_labelhover .sp_detail2_info_icon {         fill #555555;     }: Patrocinado";Brasil;17/12/2025;5;Excelente custo benefício e um bom uísque;https://www.amazon.com.br/dp/B004Q47N5G
13;13;Alimentos e Bebidas;B075W7XHMY;Baggio Café Café Torrado e Moído Aroma de Chocolate Trufado 250g;33,9;4,6;20.038;"Você economiza 5% em entregas recorrentes deste produto por meio do: Potencial de economia anual:, Saiba mais | .sp_detail2_sponsored_label {         color #555555;         font-size 11px;     }     .sp_detail2_info_icon {         width 11px;         vertical-align text-bottom;         fill #969696;     }     .sp_info_link {         text-decorationnone !important;     }          #sp_detail2_hide_feedback_string {         display none;     }          .sp_detail2_sponsored_labelhover {         color #111111;     }     .sp_detail2_sponsored_labelhover .sp_detail2_info_icon {         fill #555555;     }: Patrocinado";Brasil;25/12/2025;5;Excelente cafe, sabor muito limpo, aroma de chocolate que se espalha por toda casa. A entrega é quase que imediata. 10/10;https://www.amazon.com.br/dp/B075W7XHMY
14;14;Alimentos e Bebidas;B07HM62BR7;Aperitivo Aperol 750ml - Spritz;46,9;4,8;6.041;".zg-bf-badge-wrapper{margin5px 0 10px;align-itemscenter;}
        .mvt-best-seller-badge{border-radius4px!important;flex-shrink0;}
        .mvt-cat-name{white-spacenowrap;overflowhidden;text-overflowellipsis;}
        .zg-bf-badge-wrapper a.badge-linkhover{text-decorationnone}
        .zg-bf-badge-wrapper .badge-link{displayinline-flex;gap8px;align-itemscenter;}
        .zg-bf-badge-wrapper .badge-linkfocus{outline-width 3px; outline-offset 2px; outline-style solid; border-radius 4px;}: 1º mais vendidoem Licores | .sp_detail2_sponsored_label {         color #555555;         font-size 11px;     }     .sp_detail2_info_icon {         width 11px;         vertical-align text-bottom;         fill #969696;     }     .sp_info_link {         text-decorationnone !important;     }          #sp_detail2_hide_feedback_string {         display none;     }          .sp_detail2_sponsored_labelhover {         color #111111;     }     .sp_detail2_sponsored_labelhover .sp_detail2_info_icon {         fill #555555;     }: Patrocinado";Brasil;05/12/2025;5;Preço excelente. Chegou bem embalado e valeu muito a pena.;https://www.amazon.com.br/dp/B07HM62BR7
15;15;Alimentos e Bebidas;B0CMXW6ZYB;Heineken Cerveja Sleek Lata 350ml Pack 12 Unidades;59,9;4,7;871;".sp_detail2_sponsored_label {         color #555555;         font-size 11px;     }     .sp_detail2_info_icon {         width 11px;         vertical-align text-bottom;         fill #969696;     }     .sp_info_link {         text-decorationnone !important;     }          #sp_detail2_hide_feedback_string {         display none;     }          .sp_detail2_sponsored_labelhover {         color #111111;     }     .sp_detail2_sponsored_labelhover .sp_detail2_info_icon {         fill #555555;     }: Patrocinado";Brasil;12/01/2026;5;Uma cerveja muito boa;https://www.amazon.com.br/dp/B0CMXW6ZYB
16;16;Alimentos e Bebidas;B07LGFGH8T;Chiclete Trident Menta Sem Açúcar - Caixa com 21 unid. de 8g;36,9;4,8;3.252;"Tamanho21 Unidade (Pacote de 1): Faça uma seleção de Tamanho, 4 Unidade (Pacote de 1)R$ 6,99 com 35 por cento de descontoR$6,99unidade por R$&nbsp;1,75(R$1,75R$1,75/ unidade)R$10,79R$10,79Em estoqueEntrega GRATISQuarta-feiraQuarta-feira, 4 Unidade (Pacote de 1), R$ 6,99 com 35 por cento de desconto, R$6,99 | Cor do produto: Branco";Brasil;29/11/2025;5;Ótimo produto,  preço justo e entrega rápida e perfeita.;https://www.amazon.com.br/dp/B07LGFGH8T
17;17;Alimentos e Bebidas;B07YN9ZY51;Maionese Heinz Tradicional 400G;12,98;4,8;7.068;"Você economiza 10% em entregas recorrentes deste produto por meio do: Potencial de economia anual:, Saiba mais | .sp_detail2_sponsored_label {         color #555555;         font-size 11px;     }     .sp_detail2_info_icon {         width 11px;         vertical-align text-bottom;         fill #969696;     }     .sp_info_link {         text-decorationnone !important;     }          #sp_detail2_hide_feedback_string {         display none;     }          .sp_detail2_sponsored_labelhover {         color #111111;     }     .sp_detail2_sponsored_labelhover .sp_detail2_info_icon {         fill #555555;     }: Patrocinado";Brasil;04/12/2025;1;O produto é ótimo mas desta vez veio vencido. Eu compro no programa pague e poupe. Me deixou desconfiada agora. Sempre compro e nunca reparei na data..está vencido há 5 mesew. Falha do controle de qualidade;https://www.amazon.com.br/dp/B07YN9ZY51
18;18;Alimentos e Bebidas;B081QWG9J1;Ninho Nestle Zero Lactose 700G;39,99;4,8;4.119;"Você economiza 10% em entregas recorrentes deste produto por meio do: Potencial de economia anual:, Saiba mais | Marca: ‎NINHO | Dimensões: ‎13,1 x 15 x 15 cm; 700 g";Brasil;02/01/2026;5;Muito bom, e um ótimo custo benefício;https://www.amazon.com.br/dp/B081QWG9J1
19;19;Alimentos e Bebidas;B004HOEU4M;Pack de 4 Latas Red Bull Energético, Energy Drink, 250ml;30,2;4,8;6.756;"Tamanho250 ml (Pacote de 4): Faça uma seleção de Tamanho, 250 ml (Pacote de 1)R$ 8,49 com 19 por cento de descontoR$8,49unidade por R$&nbsp;8,49(R$8,49R$8,49/ unidade)R$10,49R$10,49Em estoqueEntrega GRATISQuarta-feiraQuarta-feira, 250 ml (Pacote de 1), R$ 8,49 com 19 por cento de desconto, R$8,49";Brasil;09/01/2026;5;O preço em conta. Quando acabar, venho comprar novamente.;https://www.amazon.com.br/dp/B004HOEU4M
20;20;Alimentos e Bebidas;B0964S52NM;Leite em Pó Integral Ninho 380g;19,99;4,9;8.865;"Tamanho380g: Faça uma seleção de Tamanho, 380gR$ 19,99 com 22 por cento de descontoR$19,99kg por R$&nbsp;52,61(R$52,61R$52,61/ kg)R$25,90R$25,90Em estoqueEntrega GRATISQuarta-feiraQuarta-feira, 380g, R$ 19,99 com 22 por cento de desconto, R$19,99";Brasil;03/12/2025;5;Custo benefício excelente. Chegou rápido e véio bem acondicionado;https://www.amazon.com.br/dp/B0964S52NM
21;21;Alimentos e Bebidas;B07YN9ZY5D;Maionese Heinz Tradicional 390G;12,98;4,8;6.192;"Tamanho390 g (Pacote de 1): Faça uma seleção de Tamanho, 390 g (Pacote de 1)R$ 12,98 com 20 por cento de descontoR$12,98unidade por R$&nbsp;12,98(R$12,98R$12,98/ unidade)R$16,29R$16,29Em estoqueEntrega GRATISQuarta-feiraQuarta-feira, 390 g (Pacote de 1), R$ 12,98 com 20 por cento de desconto, R$12,98";Brasil;08/01/2026;5;Ótimo produto com ótimo custo benefício!;https://www.amazon.com.br/dp/B07YN9ZY5D
22;22;Alimentos e Bebidas;B0F35GPLGV;Pringles Pack Promo Salgadinho de Batata Frita 3 Sabores - Original, Creme e Cebola e Churrasco;9,89;4,7;4.591;".sp_detail2_sponsored_label {         color #555555;         font-size 11px;     }     .sp_detail2_info_icon {         width 11px;         vertical-align text-bottom;         fill #969696;     }     .sp_info_link {         text-decorationnone !important;     }          #sp_detail2_hide_feedback_string {         display none;     }          .sp_detail2_sponsored_labelhover {         color #111111;     }     .sp_detail2_sponsored_labelhover .sp_detail2_info_icon {         fill #555555;     }: Patrocinado";Brasil;15/01/2026;5;Chegou antes do prazo e com um preço excelente;https://www.amazon.com.br/dp/B0F35GPLGV
23;23;Alimentos e Bebidas;B0CX36ZMLZ;Hart's Natural ChocoPops Australia Chocolate | Cereal Matinal Sem Adição de Açucar, Sem Glúten, Sem Lactose, Vegano | 100% Natural | Alto em Fibras | 200g;26,9;4,8;943;"Você economiza 10% em entregas recorrentes deste produto por meio do: Potencial de economia anual:, Saiba mais | /*
     * Used when device = desktop
     * Configured in configuration/brazil-config/global/brand-story.cfg
     */

    /* Because the carousel is implemented as an ol list,
       any lists in the card text will have a secondary list style (letters).
       This will give an incorrect appearance to viewers,
       so we set all lists to the primary list style (numbers). */
    .aplus-brand-story-card ol li {
        list-style decimal;
    }

    /* Top level containers */
    .aplus-module .apm-brand-story-hero {
      -moz-box-sizing border-box;
      -webkit-box-sizing border-box;
      box-sizing border-box;
      width 1464px;
      height 625px;
      background-color #fff;
    }

    .aplus-module .apm-brand-story-card {
      -moz-box-sizing border-box;
      -webkit-box-sizing border-box;
      box-sizing border-box;
      width 362px;
      height 453px;
      background-color #fff;
    }

    .apm-brand-story-hero,
    .apm-brand-story-card {
      -moz-box-sizing border-box;
      -webkit-box-sizing border-box;
      box-sizing border-box;
      position relative;
      width 100%;
      height 100%;
      float none;
    }

    .aplus-module.brand-story-card-1-four-asin .apm-brand-story-card {
      /* Only 12px to account for image cell border */
      padding 12px;
    }

    /* Full background image (Hero 1 & Card 2) */
    .aplus-module .apm-brand-story-background-image {
      -moz-box-sizing border-box;
      -webkit-box-sizing border-box;
      box-sizing border-box;
      overflow hidden;
      position absolute;
      width 100%;
      height 100%;
    }

    .aplus-module .apm-brand-story-background-image img {
      display block;
      width 100%;
      height 100%;
      object-fit cover;
    }

    /* Card 1 small images */
    .aplus-module .apm-brand-story-image-grid {
      -moz-box-sizing border-box;
      -webkit-box-sizing border-box;
      box-sizing border-box;
      padding 0px;
      margin auto;
      display flex;
      flex-flow row wrap;
    }

    .aplus-module .apm-brand-story-image-grid .apm-brand-story-image-grid-item {
      /* Use content-box to ensure image size matches editor schema */
      -moz-box-sizing content-box;
      -webkit-box-sizing content-box;
      box-sizing content-box;
      padding 0px;
      margin 2px;
      width 162px;
      height 185px;
      border 1px solid #fff;
    }

    .aplus-module .apm-brand-story-image-grid .apm-brand-story-image-grid-item .apm-brand-story-image-link {
      display block;
      width 100%;
      height 100%;
      padding 2px;
    }

    .aplus-module .apm-brand-story-image-grid .apm-brand-story-image-grid-item .apm-brand-story-image-link .apm-brand-story-image-img {
      display block;
      width 100%;
      height 100%;
      object-fit cover;
    }

    /* Card 3 logo image */
    .aplus-module .apm-brand-story-logo-image {
        -moz-box-sizing content-box;
        -webkit-box-sizing content-box;
        box-sizing content-box;
        height 145px;
        margin 0px 4px;
        padding 20px;
        padding-bottom 0px;
    }

    /* Text overlays */
    .aplus-module .apm-brand-story-text-bottom {
      -moz-box-sizing border-box;
      -webkit-box-sizing border-box;
      box-sizing border-box;
      position absolute;
      bottom 13px;
      left 13px;
    }

    .aplus-module .apm-brand-story-hero .apm-brand-story-text-bottom {
        background-color rgba(0,0,0,0.6);
        color #fff;
        padding 13px 65px 13px 13px; /* accounts for overlap of first card */
        width 437px;
    }

    .aplus-module.brand-story-card-2-media-asset .apm-brand-story-text-bottom {
        background-color rgba(255,255,255,0.6);
        color #000;
        padding 13px;
        width 336px;
    }

    .aplus-module.brand-story-card-1-four-asin .apm-brand-story-text {
        margin-top 8px;
        padding-left 2px;
        padding-right 2px;
    }

    .aplus-module.brand-story-card-1-four-asin .apm-brand-story-text.apm-brand-story-text-single {
        margin-top 20px;
    }

    .aplus-module.brand-story-card-1-four-asin .apm-brand-story-text h3 {
        white-space nowrap;
        overflow hidden;
        text-overflow ellipsis;
    }

    .aplus-module .apm-brand-story-slogan-text {
        -moz-box-sizing content-box;
        -webkit-box-sizing content-box;
        box-sizing content-box;
        margin 0px 4px;
        padding 20px;
    }

    .aplus-module .apm-brand-story-faq {
        -moz-box-sizing content-box;
        -webkit-box-sizing content-box;
        box-sizing content-box;
        padding-top 10px;
    }

    .aplus-module .apm-brand-story-faq-block {
        margin 0px 10px;
        padding 10px;
    }: Previous pageNext page | .sp_detail2_sponsored_label {         color #555555;         font-size 11px;     }     .sp_detail2_info_icon {         width 11px;         vertical-align text-bottom;         fill #969696;     }     .sp_info_link {         text-decorationnone !important;     }          #sp_detail2_hide_feedback_string {         display none;     }          .sp_detail2_sponsored_labelhover {         color #111111;     }     .sp_detail2_sponsored_labelhover .sp_detail2_info_icon {         fill #555555;     }: Patrocinado";Brasil;14/01/2026;5;Deliciosa, crocante e melhor q os demais cereais do mercado.;https://www.amazon.com.br/dp/B0CX36ZMLZ
24;24;Alimentos e Bebidas;B0FNPVFFKL;Batata Pringles Stranger Things Bacon 100g;9,99;4,7;45;"Você economiza 10% em entregas recorrentes deste produto por meio do: Potencial de economia anual:, Saiba mais | .sp_detail2_sponsored_label {         color #555555;         font-size 11px;     }     .sp_detail2_info_icon {         width 11px;         vertical-align text-bottom;         fill #969696;     }     .sp_info_link {         text-decorationnone !important;     }          #sp_detail2_hide_feedback_string {         display none;     }          .sp_detail2_sponsored_labelhover {         color #111111;     }     .sp_detail2_sponsored_labelhover .sp_detail2_info_icon {         fill #555555;     }: Patrocinado";Brasil;18/12/2025;1;horrível, não compre;https://www.amazon.com.br/dp/B0FNPVFFKL
25;25;Alimentos e Bebidas;B0964WBFFG;Leite em Pó Ninho Integral Sachê 750g;41,99;4,8;3.758;".sp_detail2_sponsored_label {         color #555555;         font-size 11px;     }     .sp_detail2_info_icon {         width 11px;         vertical-align text-bottom;         fill #969696;     }     .sp_info_link {         text-decorationnone !important;     }          #sp_detail2_hide_feedback_string {         display none;     }          .sp_detail2_sponsored_labelhover {         color #111111;     }     .sp_detail2_sponsored_labelhover .sp_detail2_info_icon {         fill #555555;     }: Patrocinado";Brasil;10/12/2025;5;Produto de boa qualidade ótimo custo;https://www.amazon.com.br/dp/B0964WBFFG
26;26;Alimentos e Bebidas;B0D8CM9LNB;Café em Cápsula Compatível com Nespresso Nescafé Farmers Origins Brazil 10 Cápsulas;19,9;4,8;1.137;"Você economiza 10% em entregas recorrentes deste produto por meio do: Potencial de economia anual:, Saiba mais | .sp_detail2_sponsored_label {         color #555555;         font-size 11px;     }     .sp_detail2_info_icon {         width 11px;         vertical-align text-bottom;         fill #969696;     }     .sp_info_link {         text-decorationnone !important;     }          #sp_detail2_hide_feedback_string {         display none;     }          .sp_detail2_sponsored_labelhover {         color #111111;     }     .sp_detail2_sponsored_labelhover .sp_detail2_info_icon {         fill #555555;     }: Patrocinado";Brasil;18/12/2025;5;Ótimo café com bom preço, abaixo de R$20,00 com 10 cápsulas.;https://www.amazon.com.br/dp/B0D8CM9LNB
27;27;Alimentos e Bebidas;B008X6TB08;Whisky Johnnie Walker Double Black 1L;161,1;4,7;10.787;".sp_detail2_sponsored_label {         color #555555;         font-size 11px;     }     .sp_detail2_info_icon {         width 11px;         vertical-align text-bottom;         fill #969696;     }     .sp_info_link {         text-decorationnone !important;     }          #sp_detail2_hide_feedback_string {         display none;     }          .sp_detail2_sponsored_labelhover {         color #111111;     }     .sp_detail2_sponsored_labelhover .sp_detail2_info_icon {         fill #555555;     }: Patrocinado | O Lacre veio, o rótulo parece verdadeiro, mas o que me preocupou foi a cor que parece ser muito claro pelo que vi online (entendo que pode ser por iluminação e outas coisas) e que não consegui identificar o número de serie na parte interna do rotulo por conta da garrafa ser escura.: Imagens nesta avaliação";Brasil;13/01/2026;5;Um brinde!;https://www.amazon.com.br/dp/B008X6TB08
28;28;Alimentos e Bebidas;B0CD886J99;Piracanjuba ProForce 23g de Proteínas Zero Lactose Sabor Cacau - 12 Unidades de 250ml;116,28;4,7;3.856;"Você economiza 5% em entregas recorrentes deste produto por meio do: Potencial de economia anual:, Saiba mais | .sp_detail2_sponsored_label {         color #555555;         font-size 11px;     }     .sp_detail2_info_icon {         width 11px;         vertical-align text-bottom;         fill #969696;     }     .sp_info_link {         text-decorationnone !important;     }          #sp_detail2_hide_feedback_string {         display none;     }          .sp_detail2_sponsored_labelhover {         color #111111;     }     .sp_detail2_sponsored_labelhover .sp_detail2_info_icon {         fill #555555;     }: Patrocinado";Brasil;14/01/2026;5;O sabor é um dos melhores que já provei. Chegou rápido;https://www.amazon.com.br/dp/B0CD886J99
29;29;Alimentos e Bebidas;B0D4RHRR3V;YoPRO Bebida Láctea UHT Morango 15g de proteínas 250ml - 12 unidades;79,9;4,8;1.720;"Você economiza 5% em entregas recorrentes deste produto por meio do: Potencial de economia anual:, Saiba mais | .sp_detail2_sponsored_label {         color #555555;         font-size 11px;     }     .sp_detail2_info_icon {         width 11px;         vertical-align text-bottom;         fill #969696;     }     .sp_info_link {         text-decorationnone !important;     }          #sp_detail2_hide_feedback_string {         display none;     }          .sp_detail2_sponsored_labelhover {         color #111111;     }     .sp_detail2_sponsored_labelhover .sp_detail2_info_icon {         fill #555555;     }: Patrocinado";Brasil;25/12/2025;5;Preço excelente , e o produto tbm é incrível eu amoooo;https://www.amazon.com.br/dp/B0D4RHRR3V
30;30;Alimentos e Bebidas;B09MWN12GJ;Coffee Mais │Café Super Especial ARARA em Grãos │100% Arábica │ Torra Média │250g;30,9;4,6;2.920;"EstiloArara Grãos: Faça uma seleção de Estilo, R$ 19,90 com 16 por cento de descontoR$19,90Gramas por R$&nbsp;39,80(R$39,80R$39,80/ Gramas)R$23,90R$23,90Somente 6 em estoque.Entrega GRATISQua, 28 de JanQua, 28 de Jan, R$ 19,90 com 16 por cento de desconto, R$19,90, Gramas por R$&nbsp;39,80(R$39,80R$39,80/ Gramas)";Brasil;05/12/2025;5;É um café que convida a mais um gole e transforma qualquer momento em uma pausa prazerosa. Recomendo para quem aprecia um café de verdade, bem elaborado e cheio de personalidade.;https://www.amazon.com.br/dp/B09MWN12GJ
