Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço à vista;Nota Geral;Qtd. Avaliações;Caractéristicas;País;Nota Comentário;Data Comentário;Comentário;Link
11;11;Acessórios para Veículos;MLB5183218656;Kit 4 Piscas Seta Twister Titan Fan 125-150 Xre Cb 300 Bros;42,89;4,8;8872;{'Estilo Do Led': 'Seta Intermitente'};Brasil;5;23/08/2025;"Qualidade show de bolaa.
Dica: se ligar os piscas, e não piscar até o final, tirem o relé de seta (os mesmo já vem embutidos).
-se ligarem tudo certo os piscas, e os 4 piscas ficarem piscando todos juntos qnd liga pra direita ou esquerda (no punho), tirem a luz indicativa da ""seta"" do painel ( motos 125/150) pois ela não é de led e acontece isso. Espero ajudar 🤜🏽🤛🏽.";https://produto.mercadolivre.com.br/MLB-5183218656-kit-4-piscas-seta-twister-titan-fan-125-150-xre-cb-300-bros-_JM
12;12;Acessórios para Veículos;MLB54834171;Radio Pioneer Bluetooth Automotivo Mvh-145br Usb Mp3 Fm;325,00;4,8;3498;{};Brasil;5;29/11/2025;Por incrível que pareça, a pioneer copiou aqueles modelos ching-ling, a única diferença é a qualidade dos materiais utilizados que é bem superior. Não vem o chicote completo com conectores 16 vias, não aparece os nomes das músicas no display via bluetooth e usb, somente o tempo corrente. A regulagem do som é apenas bass -6 +6 e treble -6 +6 e loudness on off. Não tem controle mas tem entrada para controle de volante, no meu caso o jfa redline. O aparelho é muito simples, dependendo é melhor investir um pouco mais e pegar outro modelo mais completo. No meu caso atendeu muito bem, uso bateria para memória interna do player. Já utilizei nessa caixa bob 2 rádios roadstar rs2715br que do nada parou de funcionar e não compensava arrumar, já usei um rádio knup que também do nada parou de funcionar, mas antes ficou cheios de mal contato nas teclas e não segurava a memória, mesmo utilizando bateria, e também um rádio cindy que também parou de funcionar depois de um tempo. Esse pioneer tem uma qualidade de áudio superior aos citados, mas não é muita diferença, mas é melhor! espero que seja durável, instalei e está funcionando liso, o bluetooth funciona bem, pega com mais de 10 metros de distância e o controle redline funcionando certinho. Achei que pelo preço teria que ser melhor. Tendo em vista os equipamentos que eu usava anteriormente, achei que ficou bem melhor com esse pioneer, mas sinceramente, esperava mais!.;https://www.mercadolivre.com.br/radio-pioneer-bluetooth-automotivo-mvh-145br-usb-mp3-fm/p/MLB54834171
13;13;Acessórios para Veículos;LBU2966512096;Capa De Chuva Pvc Motoqueiro Impermeável Reforçada Pioneira Preto-laranja G;87,13;4,8;4655;{'Cor': 'Preto-Laranja', 'Tamanho': 'G'};Brasil;5;11/06/2025;Ótimo produto, comprei a numeração g tenho 1,62 de altura e 65kg e ficou ótimo! eu amei, vale muito a pena.;https://www.mercadolivre.com.br/capa-de-chuva-pvc-motoqueiro-impermeavel-reforcada-pioneira/up/MLBU2966512096
14;14;Acessórios para Veículos;LBU3682311299;Líquido Refrigerante Anticorrosivo Orgânico Diluído Rosa 5l Rosa;19,90;4,8;200;{'Cor': 'Rosa'};Brasil;4;19/01/2026;Produto muito bom.;https://www.mercadolivre.com.br/liquido-refrigerante-anticorrosivo-organico-diluido-rosa-5l/up/MLBU3682311299
15;15;Acessórios para Veículos;MLB65743066;Auxiliar Partida Bateria Compressor Ar Emergência Portátil Veicular Com Compressor De Ar, Hold On Portátil Compressor Ar 10000mah Veicular;213,39;4,6;355;{'Cor': 'Preto'};Brasil;4;20/02/2026;Foi testado e cumpriu oq diz na descrição. Pneu do carro totalmente vazio a bomba encheu certinho testei também nas bikes da molecada e deu certo também,, e até bola de futebol testei. Tudo ok 👍.;https://www.mercadolivre.com.br/auxiliar-partida-bateria-compressor-ar-emergncia-portatil-veicular-com-compressor-de-ar-hold-on-portatil-compressor-ar-10000mah-veicular/p/MLB65743066
16;16;Acessórios para Veículos;MLB32480725;Faixa Fox Extreme 2008 Adesivo Preto/vermelho Emblema Raposa;70,63;4,6;3131;{};Brasil;5;01/01/2024;Muito bom.;https://www.mercadolivre.com.br/faixa-fox-extreme-2008-adesivo-pretovermelho-emblema-raposa/p/MLB32480725
17;1;Agro;MLB52258299;Parafusadeira Furadeira 48v Profissional 2 Baterias Sem Fio Cor Amarelo;116,29;4,7;22507;{'Cor': 'Amarelo'};Brasil;5;09/10/2025;Infelizmente propaganda enganosa. Não tem 48v, nem perto disso.;https://www.mercadolivre.com.br/parafusadeira-furadeira-48v-profissional-2-baterias-sem-fio-cor-amarelo/p/MLB52258299
18;2;Agro;MLB25264428;Lavadora De Alta Pressão Kärcher Compacta 1500 Psi/libras 1400w 300l/h Com Aplicador De Detergente E Lança Regulável 127v Amarelo 50/60hz;299,00;4,8;58384;{'Cor': 'Amarelo', 'Voltagem': 'Escolha'};Brasil;5;15/04/2024;Ela é compacta mas faz um estrago, sensacional, demorei para avaliar justamente para testar mesmo, perfeita para uso doméstico. Recomendo super!.;https://www.mercadolivre.com.br/lavadora-de-alta-presso-krcher-compacta-1500-psilibras-1400w-300lh-com-aplicador-de-detergente-e-lanca-regulavel-127v/p/MLB25264428
19;3;Agro;MLB42078583;Esmerilhadeira Angular De Metal Manual Bosch Gws 700 Professional 710w, Cor Azul, Frequência 50 220v;315,07;4,9;20512;{'Cor': 'Azul', 'Voltagem': 'Escolha', 'Frequência': '50'};Brasil;5;20/06/2024;Olá. Bom o que dizer das ferramentas bosch, elas são de excelente qualidade. Sou pedreiro operacional profissional trabalho com embutidos em paredes 🧱 elétrica 💡🔌 e hidráulica industrial, uso todos os dias máquina rotativas de deferentes marca sendo makita walter e bosch são as três melhores no mercado, agora mais uma bosch zera para meu trabalho, espero não ter decepções com a marca, bosch é bosch, uso essa marca a anos, uso e recomendo, palácio das ferramentas e mercado livre obrigado pela seriedade.;https://www.mercadolivre.com.br/esmerilhadeira-angular-de-metal-manual-bosch-gws-700-professional-710w-cor-azul-frequncia-50/p/MLB42078583
20;4;Agro;MLB24076624;Parafusadeira Furadeira The Black Tools Tb12a 3/8 A Bateria Cor Amarelo Frequência 60hz 127/220v;74,90;4,7;66544;{'Cor': 'Amarelo'};Brasil;5;19/04/2024;Muito boa! salvou meu dia!.;https://www.mercadolivre.com.br/parafusadeira-furadeira-the-black-tools-tb12a-38-a-bateria-cor-amarelo-frequncia-60hz/p/MLB24076624
21;5;Agro;MLB32978518;Lavadora Alta Pressão 1400w Lav 1600 Vonder 220v Amarelo 60hz;322,05;4,8;18809;{'Cor': 'Amarelo', 'Voltagem': 'Escolha'};Brasil;5;12/11/2024;O produto cumpri o que promete, pressão muito forte, o segredo de durar mais tempo é sempre manter o engate apertado com uma fita, evitar fica ligando e desligando por acionamento. Ante de ligar o botão se certificar que a água está passando pela bomba , e sempre tirar o ar antes de ligar. Já usei várias vezes , nunca deu problema. Obrigado.;https://www.mercadolivre.com.br/lavadora-alta-presso-1400w-lav-1600-vonder-220v/p/MLB32978518
22;6;Agro;MLB38053317;Parafusadeira E Furadeira Impacto The Black Tools Tb-21pw 3/8 Cor Amarelo Frequência 50/60 Hz 127/220v 60hz;150,10;4,8;27601;{'Cor': 'Amarelo'};Brasil;4;11/10/2024;Fiz o teste do impacto no azulejo e no concreto. Ela fez os furos, porém vc tem que começar com uma broca bem fina e ir alargando até chegar na medida que vc quer. E outro detalhe é que a força do torque dela é com a chave na posição 1. Na posição 2 é a rotação mais lenta. No geral atendeu as expectativas e realizou os serviços que estavam esperando ela chegar!.;https://www.mercadolivre.com.br/parafusadeira-e-furadeira-impacto-the-black-tools-tb-21pw-38-cor-amarelo-frequncia-5060-hz/p/MLB38053317
23;7;Agro;MLB44675814;Furadeira E Parafusadeira De Impacto 2 Baterias 2000mah 21v 3/8 Tb-21pkx The Black Tools Com Maleta E Acessorios Amarelo/preto 127/220v 60hz;170,91;4,7;8682;{'Cor': 'Amarelo/Preto'};Brasil;5;09/02/2025;"Realizei o teste ontem , como parafusadeira atende muito bem , já como furadeira ela faz furo porém demora um pouco, mas fura. Em relação ao mandril é um pouco fraco. Vou trocar pela marca vonder!!.
É muito bonita vem com alguns acessórios, já joguei anti lub para não enferruja os acessórios. Vai me atende muito bom. Parabéns pelo produto custo benefício ótimo.
Já troquei pelo mandril da vonder, ficou muito top.";https://www.mercadolivre.com.br/furadeira-e-parafusadeira-de-impacto-2-baterias-2000mah-21v-38-tb-21pkx-the-black-tools-com-maleta-e-acessorios/p/MLB44675814
24;8;Agro;MLB18611174;Lavadora De Alta Pressão Kärcher K5 Motor A Indução 2.100 Psi/libras 360 L/h 1.900 W Com Lança Turbo E Lança Leque 220v Preto 60 Hz;969,03;4,8;16001;{'Cor': 'Preto', 'Voltagem': 'Escolha'};Brasil;4;20/01/2022;Depois de mta pesquisa cheguei a conclusão de que essa lavadora era o melhor custo benefício da categoria para uso residencial com motor a indução, e depois do uso essa é a conclusão: boa potência, bem mais silenciosa que qualquer outra com motor universal, bico turbo realmente arranca até o cimento do chão, econômica na água porém a 110v me parece que vai pesar na conta de energia pois quando liga a máquina a casa inteira perde força, fiquei decepcionado com a qualidade do acabamento, a karcher só investe nas máquinas mais profissionais como que se uma lavadora de mais de 1000 reais não fosse, a máquina passa confiança no motor a indução porém as rodinhas, pistola e a carcaça da máquina parecem que não vão durar mto tempo devido a má qualidade, parece brinquedo perto das outras marcas como sthill e lavor. A máquina é pesadíssima e difícil de manusear, até o momento está atendendo ao uso sem problemas. Percebi que a máquina tinha um pouco de água dentro quando fui virar de lado dentro da caixa ao tirar, um sinal de que foi testada antes de enviar.;https://www.mercadolivre.com.br/lavadora-de-alta-presso-krcher-k5-motor-a-induco-2100-psilibras-360-lh-1900-w-com-lanca-turbo-e-lanca-leque-220v/p/MLB18611174
25;9;Agro;MLB41017139;Nivel Nivelador A Laser 8m Alta Precisao Com Trena E Regua Metal Show Modelo Lv03;20,36;4,6;2985;{};Brasil;5;03/11/2025;Em perfeito estado, uma ferramenta excelente, funciona muito bem como nível boia, agiliza no processo de medir e nivelar, as coisas ficam mais ágeis dessa forma. O laser é visível mesmo em ambientes com muita iluminação. A trena tem uma fita rígida eficiente para espaço curto, vale destacar que a trena é de 8-pés ou seja aproximadamente 2m e 50cm isso não é 8 metros, então a informação da loja precisa ser corrigida. Outra coisa para destacar é que vem também 3 pilhas extras, o que é uma coisa excelente! o produto é prático e custo benefício.;https://www.mercadolivre.com.br/nivel-nivelador-a-laser-8m-alta-precisao-com-trena-e-regua-metal-show-modelo-lv03/p/MLB41017139
26;10;Agro;MLB44453458;Herbicida Mata Mato Glifosato 1% Líquido 1l - Glifomato Insetimax;29,00;4,5;535;{'Volume da unidade': '1 L', 'Peso da unidade': '1 kg'};Brasil;5;12/10/2025;Produto de excelente qualidade. Super recomendo. Pode comprar sem medo que estou super satisfeito e feliz com o produto. Nota 10.;https://www.mercadolivre.com.br/herbicida-mata-mato-glifosato-1-liquido-1l-glifomato-insetimax/p/MLB44453458
27;11;Agro;MLB41883375;Lavadora De Alta Pressão Electrolux 1850psi 1500w Potência Com Canhão De Espuma Powerwash Ews1850p Preta Lava Jato Lava Car Denim Blue 127v;419,00;4,8;1942;{'Cor': 'Denim blue', 'Voltagem': 'Escolha'};Brasil;5;02/01/2026;"Instalação: produto muito bom, gostei bastante!.
Uso: motos e carros.
É uma das lavadoras mais vendidas, porém tem um defeito no engate rápido fica folgado e vazando, mais comprando um engate rápido e instalando fica perfeito sem vazamento nem um, muito top gostei muito!!!.
🚨uma dica muito importante pra quem não sabe, quando acabar de usar a lavadora desligue e segure o gatilho da pistola para sair a pressão🚨.";https://www.mercadolivre.com.br/lavadora-de-alta-presso-electrolux-1850psi-1500w-potncia-com-canho-de-espuma-powerwash-ews1850p-preta-lava-jato-lava-car/p/MLB41883375
28;12;Agro;MLB45891332;Gramix Herbicida Seletivo Eficaz Gramado Grama Jardim 100ml;78,99;4,8;1779;{};Brasil;5;14/04/2025;"Bom produto.
Após a aplicação, vai demorar uns 5 dias para começar a ver o resultado.";https://www.mercadolivre.com.br/gramix-herbicida-seletivo-eficaz-gramado-grama-jardim-100ml/p/MLB45891332
29;13;Agro;MLB16052641;Ferrari Motobomba Periférica 1/2 Hp Monofásica Acquaflow Amarelo 127v;134,54;4,7;24362;{'Cor': 'Amarelo', 'Voltagem': 'Escolha', 'Potência': '0.503 hp'};Brasil;5;06/02/2022;Instalei a bomba conforme as instruções do manual e ela está funcionando perfeitamente. Como a caixa d'água fica a 8m acima da bomba, não tinha instalado a valvula de retenção, recomendado para altura de 20m, no entanto, notei que a água na tubulação baixava rapidamente quando a bomba era desligada e não puxava mais a água ao ser religada. Daí instalei a valvula logo na saída da bomba e resolveu o problema. Bomba de baixa custo e boa eficiência. Valeu a pena.;https://www.mercadolivre.com.br/ferrari-motobomba-periferica-12-hp-monofasica-acquaflow/p/MLB16052641
30;14;Agro;MLB23273981;Forth Adubo Fertilizante P/ Árvore Frutífera Npk Frutas 3kg;49,00;4,9;10462;{'Volume da unidade': '3 L', 'Peso da unidade': '3 kg'};Brasil;5;13/07/2023;Muito bom meus pé de fruta que não frutificava está frutificando.;https://www.mercadolivre.com.br/forth-adubo-fertilizante-p-arvore-frutifera-npk-frutas-3kg/p/MLB23273981
31;15;Agro;MLB15296535;Lavadora De Alta Pressão 1400w 1300psi 300l/h Wap Ágil 1800 Amarelo/preto 127v 60 Hz;327,16;4,7;9766;{'Cor': 'Amarelo/Preto', 'Voltagem': 'Escolha'};Brasil;5;04/08/2024;(obs: coloquei 5 estrela,pois quando vc coloca menas estrelas eles esconde a opinião)comprei wap,pois tinha uma wap,mas me dei mal totalmente fora de padrão, principalmente na parte da mangueira muito frágil,mas muito frágil mesmo , imagina não tem rodinha e por acaso vc esquecer e puxar já era quebra na hora, então tá ai uma dica que ninguém falou quando busquei nas avaliações,a foto tá ai ,fica ao seu critério comprar ou não,essa modelo não comprou mas,por isso gosto de ir na loja olhar , analisar,aí volto e compro pela internet,mas dessa vez fui pelas avaliações me dei mal.;https://www.mercadolivre.com.br/lavadora-de-alta-presso-1400w-1300psi-300lh-wap-agil-1800/p/MLB15296535
32;16;Agro;MLB38833473;Lavadora De Alta Pressão Electrolux 1650psi 1400w De Potência Com Engate Rápido Easywash Lava Jato Lava Car Qws1650 Amarelo 127v 60 Hz;349,90;4,8;7046;{'Cor': 'Amarelo', 'Voltagem': 'Escolha'};Brasil;4;15/09/2024;O produto é bom, porém a vazão de agua 280, deixa a desejar um pouco, pois tem lavadoras mais baratas com vazão de água maior, esse modelo é somente para tarefas simples.;https://www.mercadolivre.com.br/lavadora-de-alta-presso-electrolux-1650psi-1400w-de-potncia-com-engate-rapido-easywash-lava-jato-lava-car-qws1650/p/MLB38833473
33;17;Agro;MLB38897454;Lavadora De Alta Pressão Electrolux 1850psi 1500w Potência Com Aplicador De Detergente Powerwash Ews1850 Lava Jato Lava Car Cinza 220v 60 Hz;587,36;4,8;5315;{'Cor': 'Cinza', 'Voltagem': 'Escolha'};Brasil;5;13/07/2025;"Adquirir a máquina para limpeza de balcão de supermercados, casas de máquinas, condensadores. Irei realizar a limpeza nesses equipamentos, e ver como vai ser utilizando essa máquina, e a durabilidade dela. Para quem está buscando uma máquina para limpeza de veículos, e casas, pode adquirir essa. Até então é uma excelente máquina, ainda mais pelo custo benefício. Sobre a durabilidade, não poderei opinar, pois a máquina é foi recém comprada.
O material do produto é até razoável, poderia ser um pouco melhor.
Eu tava na dúvida se realmente ela tinha uma pressão boa e me surpreendeu, ela é bastante forte. O jato fino se pegar em uma pessoa pode causar ferimentos sérios dependendo de onde pegar. Eu conseguir fazer um pequeno furo em um tijolo, e não levou 15 segundos para furar. Já o jato em leque não é tão forte assim, mais também não é ruim é até um jato aceitável.";https://www.mercadolivre.com.br/lavadora-de-alta-presso-electrolux-1850psi-1500w-potncia-com-aplicador-de-detergente-powerwash-ews1850-lava-jato-lava-car/p/MLB38897454
34;18;Agro;MLB64251893;Chave De Impacto Sem Fio Parafusadeira Furadeira 2 Bateria Maleta Completa Ferramentas 450n.m Motor Brushless 450nm Profissional 2 Baterias Mestri M-21v Amarelo 127/220v;278,97;4,7;1267;{'Cor': 'Amarelo'};Brasil;4;04/09/2025;Muito bom como chave de impacto. Para carros de passeio, tira os parafusos da roda tranquilo. Agora, não dá para usar como furadeira. O mandril rebola, não fica firme na chave de impacto, e não dá para saber se foi algum erro meu no encaixe, porque o vídeo “tutorial” que eles colocam no manual não passa de um vídeo propaganda da ferramenta, não explica nada sobre ela! de qualquer modo, não acho que eu tenha encaixado errado, porque vi outra avaliação com o mesmo problema. Ah, e vale ressaltar que a ferramenta não funciona em 48v, e sim em 21v, mas isso já era esperado. Enfim, como chave de impacto mesmo, é excelente. O custo benefício é ótimo, e compraria novamente, mas não recomendo para uso além disso.;https://www.mercadolivre.com.br/chave-de-impacto-sem-fio-parafusadeira-furadeira-2-bateria-maleta-completa-ferramentas-450nm-motor-brushless-450nm-profissional-2-baterias-mestri-m-21v/p/MLB64251893
35;19;Agro;MLB13626400;Esmerilhadeira Angular 115mm Black+decker 12.000rpm G650 650w Laranja 127v 60 Hz;202,35;4,8;15469;{'Cor': 'Laranja', 'Voltagem': 'Escolha'};Brasil;5;10/02/2021;"Esmerilhadeira muito boa, atende muito bem os meus trabalhos,dei 5 estrelas pq pra mim ela não me deixou a desejar, claro existe outras até mais potentes,mais pra quem é hobbista como eu,pode comprar essa pq vale cada centavo.
As vezes gastamos dinheiro com bobagens pq não ter uma ferramenta dessas em casa, melhor do que ficar me matando com uma cerra.
Porém tomem cuidado, busque informações antes de usar a máquina e usem os epi adequados e lembrem-se q isso é uma ferramenta elétrica e não um brinquedo. Fica a dica??.";https://www.mercadolivre.com.br/esmerilhadeira-angular-115mm-blackdecker-12000rpm-g650-650w/p/MLB13626400
36;20;Agro;MLB19866663;K-othrine Gel Formigas: Isca Gel Formigas;17,90;4,8;2055;{};Brasil;5;14/03/2023;Acabou com as formigas no mesmo dia! já não sabia mais oq fazer! comprei uma seringa parecida de outra marca, as formigas comiam e no outro dia estavam em peso novamente na bancada da minha cozinha. Usei essa da bayer, no mesmo momento elas aglomeraram em cima do gel, e faz uma semana que não aparece nada por aqui! recomendo demais!.;https://www.mercadolivre.com.br/k-othrine-gel-formigas-isca-gel-formigas/p/MLB19866663
37;1;Alimentos e Bebidas;MLB46516715;Pasta De Amendoim Dr Peanut Whey Protein 600g Sabor Doce De Leite;59,39;4,9;63325;{'Sabor': 'Doce de leite', 'Peso da unidade': '600 g'};Brasil;5;12/06/2025;Muito bom, adorei, até meu cavalo se interessou e quis provar (porém não provou kkk.;https://www.mercadolivre.com.br/pasta-de-amendoim-dr-peanut-whey-protein-600g-sabor-doce-de-leite/p/MLB46516715
