Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço à vista;Nota Geral;Qtd. Avaliações;Caractéristicas;País;Nota Comentário;Data Comentário;Comentário;Link
11;11;Acessórios para Veículos;MLB50911561;Capacete Masculino Feminino Asx City Preto Fosco Viseira Desenho Solido Tamanho Do Capacete 64;509,00;4,9;16571;{'Cor': 'Preto fosco', 'Desenho': 'Sólido', 'Tamanho do capacete': '64'};Brasil;5;27/02/2025;Muito lindo uso 58 mas peguei 60, recomendo pegar um maior pq ele eh bem justo e era nisso q eu tava com dúvidas, mto lindo.;https://www.mercadolivre.com.br/capacete-masculino-feminino-asx-city-preto-fosco-viseira-desenho-solido-tamanho-do-capacete-64/p/MLB50911561
12;12;Acessórios para Veículos;MLB37798650;Caneta Retok Tira Riscos Automotivos Diversas Cores Luxcar Cor Preto;25,33;4,3;6357;{'Cor': 'Preto'};Brasil;4;06/06/2025;"Tenho uma moto vermelho brilhante que estava com um risco profundo na carenagem de plastico. Coloquei fita crepe para delimitar bem onde gostaria de pintar, mas quando removi a fita, vi que o a tinta havia atravessado a fita (ou seja, não adiantou nada delimitar).
Apesar da secagem ser rápida, consegui remover a tinta da área extrapolada esfregando bem com uma flanela, sobrando tinta apenas dentro do risco. A tinta cobriu bem o fundo preto do risco, mas infelizmente ela é rosada e não exatamente vermelha como deveria ser. O lado bom é que o risco ficou um pouco menos aparente (pois o preto do plástico-base se destacava mais que o rosa da tinta).
Agora que o fundo preto do risco foi pintado de rosa, acho que vale a pena cercar novamente a área com fita crepe, e passar uma demão de esmalte de unha vermelho por cima da tinta rosa.
Conclusão: a tinta, por ser rosa, só disfarça o risco que estava preto, mas desconfio que a vantagem maior dela será servir de base para aplicar um esmalte de unha vermelho por cima (já que só o esmalte sobre o plástico preto não funciona bem).";https://www.mercadolivre.com.br/caneta-retok-tira-riscos-automotivos-diversas-cores-luxcar-cor-preto/p/MLB37798650
13;13;Acessórios para Veículos;MLB25927374;Som Rádio Automotivo Bluetooth Usb Card Sd Aux Fm Mp3 H-tech;53,25;4,7;8822;{};Brasil;5;14/12/2023;Produto fácil estalacao e estar suprindo a necessidade.;https://www.mercadolivre.com.br/som-radio-automotivo-bluetooth-usb-card-sd-aux-fm-mp3-h-tech/p/MLB25927374
14;14;Acessórios para Veículos;MLB34110186;Capa Moto Protege Monshell-car Impermeável Cor Preto M Yzf-r3 Abs;59,90;4,8;7127;{'Cor': 'Preto M'};Brasil;5;01/05/2025;Tamanho ficou perfeito.;https://www.mercadolivre.com.br/capa-moto-protege-monshell-car-impermeavel-cor-preto-m-yzf-r3-abs/p/MLB34110186
15;15;Acessórios para Veículos;MLB22363748;Capacete Protork R8 Motocicleta Fechado Plata;163,00;4,5;10732;{'Cor': 'Prata', 'Tamanho do capacete': 'L'};Brasil;5;14/09/2024;Perfeito , qualidade ótima , eu amei.;https://www.mercadolivre.com.br/capacete-protork-r8-motocicleta-fechado-plata/p/MLB22363748
16;16;Acessórios para Veículos;MLB11977000;Capacete Para Moto Pro Tork Sport Moto 788 Cor Amarelo Tamanho Do Capacete 58;110,68;4,6;14576;{'Cor': 'Amarelo', 'Tamanho do capacete': '58'};Brasil;5;19/06/2021;Lindo, perfeito! o capacete é maravilhoso, vi muitos comentários de que a viseira é ruim e embaçada, mas muito pelo contrário ela é perfeita nem parece que estava de capacete. O tamanho foi perfeito, comprei para as aulas do cfc. Comprem sem medo.;https://www.mercadolivre.com.br/capacete-para-moto-pro-tork-sport-moto-788-cor-amarelo-tamanho-do-capacete-58/p/MLB11977000
17;17;Acessórios para Veículos;MLB37821126;Kit Lavagem Shampoo Cera Tok Final Intense Sintra Fast Vonix;156,89;4,9;2880;{};Brasil;4;12/02/2025;Não compre esse kit se você está querendo lavar motos, o revitalizador intense de plásticos é só pra interior de veículos, como também o sintra, serve somente pra limpar painéis de carro e não pra motos, se está querendo um kit pra carros esse é bom, mais se está querendo um kit pra motos, recomendo que compre um kit que tenha o shampo vmol para pré lavagem, vfloc para esfregação, h7 desengraxante para limpeza de relação e por baixo do motor, delet para limpeza das rodas, escova de micro fibra, toalha de secagem, pincéis de esfregação, e pra finalizar, restaurador de plásticos restaurex junto com o aplicador, cera blend pra passar na pintura, e um spray de verniz para aplicar no motor, e caso também tenha uma condição comprar uma snow foam, que é uma aplicadora de espuma que vai facilitar muito a sua vida.;https://www.mercadolivre.com.br/kit-lavagem-shampoo-cera-tok-final-intense-sintra-fast-vonix/p/MLB37821126
18;18;Acessórios para Veículos;MLB5235583708;Limpador De Para Brisa Dianteiro Palheta Original Bosch Par;74,48;4,9;6324;{'ESCOLHA': '206 1999 A 2010', 'Cor': 'Escolha'};Brasil;5;12/04/2025;Eu já tinha comprar esse mesmo produto antes, mas tive uma experiência não muito boa na limpeza, porque deixava um buraco em algumas passadas da palheta. Ainda assim, foi muito durável e por isso comprei novamente. Essa nova palheta que comprei veio perfeita, muito mais silenciosa e com uma limpeza muito mais precisa que a anterior. Ela é excelente! acredito que tive azar e comprei uma com algum problema de fabricação na primeira vez, mas essa nova é muito boa mesmo.;https://produto.mercadolivre.com.br/MLB-5235583708-limpador-de-para-brisa-dianteiro-palheta-original-bosch-par-_JM
19;19;Acessórios para Veículos;MLB53326983;Capacete Fechado Race Tech Hit Monocolor Cinza Fosco Cor Cinza-escuro Tamanho Do Capacete 58;329,89;4,9;3122;{'Cor': 'Cinza-escuro', 'Desenho': 'Monocolor', 'Tamanho do capacete': '58', 'Acabamento': 'Fosco'};Brasil;5;11/09/2025;"Bonito, confortável e possui ótimo custo benefício.
Medi minha cabeça seguindo a tabela de medidas e deu o tamanho certinho no capacete. Fica levemente apertado nos primeiros usos e devo ter ficado umas duas semanas 'laceando', mas como eu faço trajetos curtos de 30min no máximo por dia, acho que é normal o tempo que levou. A viseira é meio dura pra abaixar e levantar no início, mas fica mais leve depois de um tempo de uso. Falando na viseira, gostei mt. Sem fazer nenhum tratamento permite boa visibilidade até em uma noite chuvosa, e eu tomei umas tantas chuvas com ele já e não molhou nadinha a cabeça (sempre mantenho fechada a entrada de ar do topo da cabeça quando pego chuva).
Pra galera que assim como eu, usa óculos, até da pra usar com armações maiores, só que fica um pouco desconfortável, já em óculos mais finos é bem tranquilo, zero incômodos. Aliás, a entrada de ar da frente ajuda pra caramba a não embaçar o óculos e a viseira, mas como a narigueira é baixa, não impede 100%, então as vezes fica levemente embaçado.
Um ponto negativo é que a bavete veio com um defeito na costura.";https://www.mercadolivre.com.br/capacete-fechado-race-tech-hit-monocolor-cinza-fosco-cor-cinza-escuro-tamanho-do-capacete-58/p/MLB53326983
20;1;Agro;MLB22341225;Pulverizador Agricola Lateral Manual Vonder 6240005000 5 Litros Cor Branco;69,99;4,8;16524;{'Cor': 'Branco'};Brasil;5;28/11/2023;O produto, ao contrário do citado por outro cliente é bastante resistente e acredito que para rachar só se deixar cair de uma altura maior estando cheio de líquido. Gostei muito e recomendo.;https://www.mercadolivre.com.br/pulverizador-agricola-lateral-manual-vonder-6240005000-5-litros-cor-branco/p/MLB22341225
21;2;Agro;MLB64971607;Pulverizador Borrifador Alta Pressão Snow Foam 3 Em 1 2 Litros Manual Profissional Espuma Ativa Automotivo Lavagem Limpeza Pincel De Detalhamento Cor Laranja Laranja+pc2;55,99;4,7;519;{'Cor': 'Laranja+PC2'};Brasil;5;28/12/2025;Sem texto;https://www.mercadolivre.com.br/pulverizador-borrifador-alta-presso-snow-foam-3-em-1-2-litros-manual-profissional-espuma-ativa-automotivo-lavagem-limpeza-pincel-de-detalhamento-cor-laranja/p/MLB64971607
22;3;Agro;MLB19141467;Parafusadeira Furadeira Sem Fio 12v Wap Bpf 12k3 Kit Maleta;149,90;4,8;74144;{'Cor': 'Amarelo/Preto', 'Voltagem': 'Escolha'};Brasil;5;25/09/2022;Adorei! precisei comprar para colocar um girovisão na parede. Comprei uma broca para alvenaria pois as que vem no kit axo que são de madeira (aparentam ser bem frágeis), mas tudo funcionou perfeitamente. Parafusadeira e furadeira até para brocas de maior calibre. A empunhadura ótima para mãos femininas e tb muito mais leve que as furadeiras convencionais, mas realizando o serviço de qualidade! ótimo custo benefício. Recomendo!.;https://www.mercadolivre.com.br/parafusadeira-furadeira-sem-fio-12v-wap-bpf-12k3-kit-maleta/p/MLB19141467
23;4;Agro;MLB15345686;Lavadora De Alta Pressão Wap Ousada Plus 2200 1500w De Potência 1750 Psi;469,90;4,7;33644;{'Cor': 'Amarelo/Preto', 'Voltagem': 'Escolha'};Brasil;4;18/12/2022;Lavadora muito boa. Tem boa pressão, o cabo de energia é longo. E a mangueira tem 3m. Pessoal reclama do comprimento da mangueira, mas na parte de pressão o comprimento não pode ser muito grande né gente, pra não ter perda de carga. Somente o conector da mangueira que vem é muuuito ruim e frágil, quebrou no primeiro uso. E ele fica numa posição que você nem consegue ter acesso por causa da carenagem em volta que não deixa você apertar. Lamentável pra um produto de linha né. Fica vazando água e você não tem o que fazer, só olhar com cara de tristeza a água vazando ali.;https://www.mercadolivre.com.br/lavadora-de-alta-presso-wap-ousada-plus-2200-1500w-de-potncia-1750-psi/p/MLB15345686
24;5;Agro;MLB61799768;Bomba Periférica Bp500 0.5hp 60hz Intech Machine Laranja Fase Elétrica Monofásica Frequência 60 Hz;151,90;4,6;16492;{'Cor': 'Laranja', 'Voltagem': 'Escolha', 'Fase elétrica': 'Monofásica', 'Frequência': '60 Hz'};Brasil;5;26/02/2022;Muito satísfeita. Me surpreendeu. Minha água vem da rede e não tem pressão suficiente pra subir na cx dagua que fica no 2°andar. Sempre usei autoaspirante. Mas o preço dessa bomba e o nivel de satisfação de outros compradores me fizeram perder o medo e arriscar. Que grata surpresa. Agora sou fã e recomendo a todos.;https://www.mercadolivre.com.br/bomba-periferica-bp500-05hp-60hz-intech-machine-laranja-fase-eletrica-monofasica-frequncia-60-hz/p/MLB61799768
25;6;Agro;MLB28329161;Pulverizador Bahrein Snow Foam Shampoozeira Manual 3 Em 1 Água Químicos E Espuma Cor Preto Alta Pressão Ideal Para Lavagem Automotiva Moto Bike Limpeza Profissional;36,91;4,7;10346;{'Cor': 'Preto'};Brasil;5;20/04/2024;"Realmente atende as expectativas se usado corretamente.
Utilizei 5ml de vfloc da vonixx e achei o resultado excelente! recomendo pelo custo benefício!.";https://www.mercadolivre.com.br/pulverizador-bahrein-snow-foam-shampoozeira-manual-3-em-1-agua-quimicos-e-espuma-cor-preto-alta-presso-ideal-para-lavagem-automotiva-moto-bike-limpeza-profissional/p/MLB28329161
26;7;Agro;MLB24040522;Ferrari Bc Acquapump Bomba D Água Periférica 1/2 Cv Cor Amarelo 220v Monofásica;163,00;4,7;23232;{'Cor': 'Amarelo', 'Voltagem': 'Escolha', 'Potência': '0.51 hp'};Brasil;5;06/02/2022;Instalei a bomba conforme as instruções do manual e ela está funcionando perfeitamente. Como a caixa d'água fica a 8m acima da bomba, não tinha instalado a valvula de retenção, recomendado para altura de 20m, no entanto, notei que a água na tubulação baixava rapidamente quando a bomba era desligada e não puxava mais a água ao ser religada. Daí instalei a valvula logo na saída da bomba e resolveu o problema. Bomba de baixa custo e boa eficiência. Valeu a pena.;https://www.mercadolivre.com.br/ferrari-bc-acquapump-bomba-d-agua-periferica-12-cv-cor-amarelo/p/MLB24040522
27;8;Agro;MLB29187736;Lavadora De Alta Pressão Vonder 1400w Lav 1600 Amarelo 127 V 127v 60hz;299,90;4,8;15083;{'Cor': 'Amarelo', 'Voltagem': 'Escolha'};Brasil;5;12/11/2024;O produto cumpri o que promete, pressão muito forte, o segredo de durar mais tempo é sempre manter o engate apertado com uma fita, evitar fica ligando e desligando por acionamento. Ante de ligar o botão se certificar que a água está passando pela bomba , e sempre tirar o ar antes de ligar. Já usei várias vezes , nunca deu problema. Obrigado.;https://www.mercadolivre.com.br/lavadora-de-alta-presso-vonder-1400w-lav-1600-amarelo-127-v/p/MLB29187736
28;9;Agro;MLB41632498;Pulverizador Borrifador Alta Pressão Snow Foam 2l Manual Profissional Com 3 Bicos Espuma Ativa Automotivo Lavagem Carro Moto Limpeza Detalhamento Jardim Uso Geral Preto;39,90;4,6;1460;{'Cor': 'Preto'};Brasil;5;01/07/2025;Produto muito bom mesmo, usei um litro e meio de água, e 20mls de um shampoo barato mesmo pra testa, e funciona como o esperado, recomendo ✅.;https://www.mercadolivre.com.br/pulverizador-borrifador-alta-presso-snow-foam-2l-manual-profissional-com-3-bicos-espuma-ativa-automotivo-lavagem-carro-moto-limpeza-detalhamento-jardim-uso-geral-preto/p/MLB41632498
29;10;Agro;MLB18611173;Lavadora De Alta Pressão Kärcher K5 Motor A Indução 2.100 Psi/libras 360 L/h 1.900 W Com Lança Turbo E Lança Leque 127v;957,81;4,8;14912;{'Cor': 'Preto', 'Voltagem': 'Escolha'};Brasil;4;20/01/2022;Depois de mta pesquisa cheguei a conclusão de que essa lavadora era o melhor custo benefício da categoria para uso residencial com motor a indução, e depois do uso essa é a conclusão: boa potência, bem mais silenciosa que qualquer outra com motor universal, bico turbo realmente arranca até o cimento do chão, econômica na água porém a 110v me parece que vai pesar na conta de energia pois quando liga a máquina a casa inteira perde força, fiquei decepcionado com a qualidade do acabamento, a karcher só investe nas máquinas mais profissionais como que se uma lavadora de mais de 1000 reais não fosse, a máquina passa confiança no motor a indução porém as rodinhas, pistola e a carcaça da máquina parecem que não vão durar mto tempo devido a má qualidade, parece brinquedo perto das outras marcas como sthill e lavor. A máquina é pesadíssima e difícil de manusear, até o momento está atendendo ao uso sem problemas. Percebi que a máquina tinha um pouco de água dentro quando fui virar de lado dentro da caixa ao tirar, um sinal de que foi testada antes de enviar.;https://www.mercadolivre.com.br/lavadora-de-alta-presso-krcher-k5-motor-a-induco-2100-psilibras-360-lh-1900-w-com-lanca-turbo-e-lanca-leque-127v/p/MLB18611173
30;11;Agro;MLB25264428;Lavadora De Alta Pressão Kärcher Compacta 1500 Psi/libras 1400w 300l/h Com Aplicador De Detergente E Lança Regulável 127v;349,00;4,8;56641;{'Cor': 'Amarelo', 'Voltagem': 'Escolha'};Brasil;5;15/04/2024;Ela é compacta mas faz um estrago, sensacional, demorei para avaliar justamente para testar mesmo, perfeita para uso doméstico. Recomendo super!.;https://www.mercadolivre.com.br/lavadora-de-alta-presso-krcher-compacta-1500-psilibras-1400w-300lh-com-aplicador-de-detergente-e-lanca-regulavel-127v/p/MLB25264428
31;12;Agro;MLB24084361;Vonder Pc020 Bomba Costal Pulverizador Agricola Manual 20 Litros;158,10;4,7;9956;{'Cor': 'Amarelo'};Brasil;5;30/10/2023;Gostei bastante do produto.;https://www.mercadolivre.com.br/vonder-pc020-bomba-costal-pulverizador-agricola-manual-20-litros/p/MLB24084361
32;13;Agro;MLB38288722;Snow Foam Pulverizador Espuma Manual 3 Em 1 2000ml Profissional Premium Laranja;39,90;4,7;2151;{'Cor': 'Laranja'};Brasil;5;05/09/2025;"Superou as expectativas, recomendo colocar apenas 1l de produto (cabe até 2l).
Com 1l ele tem espaço para pressão e dá para lavar um suv tranquilamente, faz muita espuma.";https://www.mercadolivre.com.br/snow-foam-pulverizador-espuma-manual-3-em-1-2000ml-profissional-premium/p/MLB38288722
33;14;Agro;MLB38885618;Lavadora De Alta Pressão Electrolux 1650psi 1400w De Potência Com Engate Rápido Easywash Lava Jato Qws1650;459,90;4,8;6187;{'Cor': 'Amarelo', 'Voltagem': 'Escolha'};Brasil;4;15/09/2024;O produto é bom, porém a vazão de agua 280, deixa a desejar um pouco, pois tem lavadoras mais baratas com vazão de água maior, esse modelo é somente para tarefas simples.;https://www.mercadolivre.com.br/lavadora-de-alta-presso-electrolux-1650psi-1400w-de-potncia-com-engate-rapido-easywash-lava-jato-qws1650/p/MLB38885618
34;15;Agro;MLB19866663;K-othrine Gel Formigas: Isca Gel Formigas;19,70;4,8;1868;{};Brasil;5;14/03/2023;Acabou com as formigas no mesmo dia! já não sabia mais oq fazer! comprei uma seringa parecida de outra marca, as formigas comiam e no outro dia estavam em peso novamente na bancada da minha cozinha. Usei essa da bayer, no mesmo momento elas aglomeraram em cima do gel, e faz uma semana que não aparece nada por aqui! recomendo demais!.;https://www.mercadolivre.com.br/k-othrine-gel-formigas-isca-gel-formigas/p/MLB19866663
35;16;Agro;MLB27578168;Furadeira Impacto 1/2 Pol 750w Gsb13re Com Maleta + Kit;419,90;4,9;3452;{'Voltagem': 'Escolha'};Brasil;5;21/05/2025;Boa para o dia a dia e obra pesada,se quiser manter bem o equipamento, dou um ótimo conselho: não empresta para parentes ou algo semelhante.;https://www.mercadolivre.com.br/furadeira-impacto-12-pol-750w-gsb13re-com-maleta-kit/p/MLB27578168
36;17;Agro;MLB53361146;Pulverizador Cor Preto Snow Foam Shampoozeira Manual 3 Em 1 Água Químicos E Espuma Alta Pressão Ideal Para Lavagem Automotiva Moto Bike Limpeza Profissional;39,99;4,7;2760;{'Cor': 'Preto'};Brasil;5;06/09/2025;"Produto é de qualidade, mas em comparação ao de outra marca que eu tenho, esse perde a pressão mais rápido , implicando assim em mais vezes bombeando.
Usando o v-mol a espuma realmente saiu um chantilly muito denso e até mesmo com um shampoo que não é de marca mais muito consistente que eu uso sai uma espuma muito densa.
Então se não tem como investir em uma snow foam real, ele vai ajudar muito, até finalmente comprar uma!.
Produto aprovado!.";https://www.mercadolivre.com.br/pulverizador-cor-preto-snow-foam-shampoozeira-manual-3-em-1-agua-quimicos-e-espuma-alta-presso-ideal-para-lavagem-automotiva-moto-bike-limpeza-profissional/p/MLB53361146
37;18;Agro;MLB63424734;Lavadora A Jato De Alta Pressão Portátil Recarregável 2 Baterias Com Maleta Mini Elétrica De Lavar Carro Profissional... Preto 127/220v 50hz/ 60 Hz;108,00;4,5;229;{'Cor': 'Preto', 'Voltagem': 'Escolha'};Brasil;5;09/01/2026;"Instalação: boa.
Uso: lavar carro,limpar telhado por baixo.
Não é tão forte a pressao.
Mais pelo preço ta excelente.
Comprei pra limpar por baixo do telhado.
Por enquanto ta surpreendendo.";https://www.mercadolivre.com.br/lavadora-a-jato-de-alta-presso-portatil-recarregavel-2-baterias-com-maleta-mini-eletrica-de-lavar-carro-profissional-potncia-turbo-limpeza-compacta-potente-regulavel-reservatorio-aua/p/MLB63424734
38;19;Agro;LBU2467149811;Bomba Periferica Auto Aspirante Dancor Dpa-40 1/2 Cv-bivolt Azul 127/220v 60hz Bifásica;295,67;4,8;1107;{'Cor': 'Azul', 'Voltagem': 'Escolha'};Brasil;5;28/01/2025;Muito bom ,bomba parente,encheu duas caixas d'água de 1. 000 lts em 50 minutos.;https://www.mercadolivre.com.br/bomba-periferica-auto-aspirante-dancor-dpa40-12-cvbivolt/up/MLBU2467149811
