Posição;ASIN;Nota Geral;Qtd. Avaliações;País;Data Comentário;Nome;Preço;Nota;Comentário;Link
2;B0778TZGBJ;4,7;5.673;Brasil;11/09/2025;Midea - Frigobar, 45L, 127 V, Branco;598,00;5,0;Tamanho ideal, silencioso e funciona muito bem. Chegou bem embalado sem arranhões e sem amassados. Aprovado!;https://www.amazon.com.br/dp/B0778TZGBJ
2;B0778TZGBJ;4,7;5.673;Brasil;05/05/2025;Midea - Frigobar, 45L, 127 V, Branco;598,00;5,0;Já recebi e estou usando meu Frigobar há quase dois meses, não tenho nenhuma reclamação.  É pequeno, mas cabe bastante coisa, perfeito  para o uso que pretendia, gela bem e é bastante silencioso, está no meu quarto e não atrapalha em nada o sono. Excelente custo benefício.Único ponto que poderia ser melhorado é a barra de contenção dos produtos na porta, para coisas menores ele não segura direito, por exemplo, se quiser colocar copos ou garrafas menores, não funciona bem, tem que ter cuidado para que não caiam.;https://www.amazon.com.br/dp/B0778TZGBJ
2;B0778TZGBJ;4,7;5.673;Brasil;02/09/2025;Midea - Frigobar, 45L, 127 V, Branco;598,00;5,0;;https://www.amazon.com.br/dp/B0778TZGBJ
2;B0778TZGBJ;4,7;5.673;Brasil;15/10/2025;Midea - Frigobar, 45L, 127 V, Branco;598,00;5,0;Maravilhoso, adorei, mais do que esperava no frigobar. apesar que houve um atrazo na entrega, Recomendo;https://www.amazon.com.br/dp/B0778TZGBJ
2;B0778TZGBJ;4,7;5.673;Brasil;05/06/2024;Midea - Frigobar, 45L, 127 V, Branco;598,00;4,0;O produto atendeu as expectativas.Mas a tampa do extra frio só serve de enfeite para vender. Tem retirar ela depois de comprar, pois não tem como utiliza-la por causa da camada de gelo.Tive um problema com o nivelamento da porta, ela veio de fábrica desnivelada, tive que fazer a regulagem quando chegou.O produto gela bem, na temperatura 3 já é suficiente para gelar líquidos. Açaí conserva no extra frio na temperatura 4 para ficar na textura ideal para consumo, já o sorvete só na temperatura 6 no extra frio.Refrigerante de 2 litros na porta só gela na temperatura ideal no 4.A noite, como ele fica no meu quarto, ele incomoda um pouco quando liga e desliga o motor, o barulho é um pouco alto, mas acostuma com o tempo.Quando ele começa a estalar é pq tá na hora de descongelar o extra frio, aí os estalos param.Irei dar 4 estrelas, por causa da falta do fabricante de observar o nivelamento da porta e a inutilidade da tampa do extra frio, além do barulho que poderia ser menor, já que é um frigobar de 45 litros.Mas recomendo o produto!;https://www.amazon.com.br/dp/B0778TZGBJ
2;B0778TZGBJ;4,7;5.673;Brasil;18/09/2025;Midea - Frigobar, 45L, 127 V, Branco;598,00;5,0;;https://www.amazon.com.br/dp/B0778TZGBJ
2;B0778TZGBJ;4,7;5.673;Brasil;07/08/2025;Midea - Frigobar, 45L, 127 V, Branco;598,00;5,0;Imagine o pequeno produto mas bom. É este. Só o congelador q dependendo do produto não congela mas refrigera a é uma beleza. Recomendo.;https://www.amazon.com.br/dp/B0778TZGBJ
2;B0778TZGBJ;4,7;5.673;Brasil;14/10/2025;Midea - Frigobar, 45L, 127 V, Branco;598,00;5,0;Muito Bom produto, é maior do que aparenta e chegou no prazo estimado certinho, muito rápido!;https://www.amazon.com.br/dp/B0778TZGBJ
2;B0778TZGBJ;4,7;5.673;Brasil;27/10/2025;Midea - Frigobar, 45L, 127 V, Branco;598,00;5,0;Perfeita;https://www.amazon.com.br/dp/B0778TZGBJ
2;B0778TZGBJ;4,7;5.673;Brasil;23/10/2025;Midea - Frigobar, 45L, 127 V, Branco;598,00;5,0;Atendeu a expectativa;https://www.amazon.com.br/dp/B0778TZGBJ
3;B0B3SH7C5J;4,6;7.117;Brasil;20/10/2025;SUGGAR DEPURADOR DE AR SLIM 60CM 3 VEL. PRETO 220V DPS162PT;355,31;5,0;;https://www.amazon.com.br/dp/B0B3SH7C5J
3;B0B3SH7C5J;4,6;7.117;Brasil;27/08/2025;SUGGAR DEPURADOR DE AR SLIM 60CM 3 VEL. PRETO 220V DPS162PT;355,31;5,0;Bom e barato. É bem simples, tem luz que é uma boa para iluminar o fogão e 3 níveis de depurador. Faz o que promete! Chegou no mesmo dia que comprei, horas depois. Amazon arrasa!;https://www.amazon.com.br/dp/B0B3SH7C5J
3;B0B3SH7C5J;4,6;7.117;Brasil;08/10/2025;SUGGAR DEPURADOR DE AR SLIM 60CM 3 VEL. PRETO 220V DPS162PT;355,31;5,0;O depurador tem um  ótimo fesempenho, remove bem a fumaça e os odores.O ruído é um pouco alto no modo mais forte, mas nada que atrapalhe muito. No geral, cumpre bem o que promete.;https://www.amazon.com.br/dp/B0B3SH7C5J
3;B0B3SH7C5J;4,6;7.117;Brasil;02/08/2025;SUGGAR DEPURADOR DE AR SLIM 60CM 3 VEL. PRETO 220V DPS162PT;355,31;4,0;Produto atende a função principal, ótimo custo benefício e fácil instalação, única coisa que incomoda um pouco é o auto ruído.;https://www.amazon.com.br/dp/B0B3SH7C5J
3;B0B3SH7C5J;4,6;7.117;Brasil;09/10/2025;SUGGAR DEPURADOR DE AR SLIM 60CM 3 VEL. PRETO 220V DPS162PT;355,31;5,0;Ótimo funcionamento,ainda não usei muito,mais ele é silencioso,bonito e fácil de instalar e manusear tbm;https://www.amazon.com.br/dp/B0B3SH7C5J
3;B0B3SH7C5J;4,6;7.117;Brasil;15/10/2025;SUGGAR DEPURADOR DE AR SLIM 60CM 3 VEL. PRETO 220V DPS162PT;355,31;5,0;Muito bom fininho funciona bem e com luz;https://www.amazon.com.br/dp/B0B3SH7C5J
3;B0B3SH7C5J;4,6;7.117;Brasil;20/10/2025;SUGGAR DEPURADOR DE AR SLIM 60CM 3 VEL. PRETO 220V DPS162PT;355,31;5,0;Muito bonito e fácil instalação;https://www.amazon.com.br/dp/B0B3SH7C5J
3;B0B3SH7C5J;4,6;7.117;Brasil;29/09/2025;SUGGAR DEPURADOR DE AR SLIM 60CM 3 VEL. PRETO 220V DPS162PT;355,31;5,0;Produto bom.;https://www.amazon.com.br/dp/B0B3SH7C5J
3;B0B3SH7C5J;4,6;7.117;Brasil;27/10/2025;SUGGAR DEPURADOR DE AR SLIM 60CM 3 VEL. PRETO 220V DPS162PT;355,31;5,0;O produto é ótimo, chegou dentro do prazo e em boas condições.;https://www.amazon.com.br/dp/B0B3SH7C5J
3;B0B3SH7C5J;4,6;7.117;Brasil;11/10/2025;SUGGAR DEPURADOR DE AR SLIM 60CM 3 VEL. PRETO 220V DPS162PT;355,31;5,0;Excelente, cumpre com a descrição.Eu limpei os meus armários, tirando a gordura que já estava antes da compra e desde então, os armários estão limpos, significa que ele tá realmente sugando a gordura/fumaça, achei o ruído um pouco alto mas nada que causa incômodo, satisfeita com a compra.;https://www.amazon.com.br/dp/B0B3SH7C5J
4;B0DCLKNY2Q;4,5;980;Brasil;17/10/2025;Fogão Elétrico Portátil Cooktop Elgin Single Cook 1 Boca - 110V;59,80;5,0;Produto muito bom, minha mãe adorou muito, super prático e fácil de deslocar para os lugares, excelente produto. Nota 10/10;https://www.amazon.com.br/dp/B0DCLKNY2Q
4;B0DCLKNY2Q;4,5;980;Brasil;10/10/2025;Fogão Elétrico Portátil Cooktop Elgin Single Cook 1 Boca - 110V;59,80;5,0;Muito bom, esquenta rápido! Adorei o produto!;https://www.amazon.com.br/dp/B0DCLKNY2Q
4;B0DCLKNY2Q;4,5;980;Brasil;11/10/2025;Fogão Elétrico Portátil Cooktop Elgin Single Cook 1 Boca - 110V;59,80;5,0;Funciona bem. Mas de instante, instante, desliga...;https://www.amazon.com.br/dp/B0DCLKNY2Q
4;B0DCLKNY2Q;4,5;980;Brasil;11/08/2025;Fogão Elétrico Portátil Cooktop Elgin Single Cook 1 Boca - 110V;59,80;4,0;"PRODUTO MUITO BOM == FUNCIONA BEM == A LUZ VERMELHA, QUE INDICA VARIAÇÕES NA TEMPERATURA, PISCA MUITO E FAZ BARULHO (PEQUENO, MAS INCOMODA) == AS MARCAS NO BOTÃO (OFF, 1, 2 ETC) JÁ ESTÃO COM SINAIS DE DESGASTE; EM UMA SEMANA DE USO JÁ COMEÇARAM A APAGAR PARCIALMENTE, MAS ISSO NÃO AFETA O DESEMPENHO. === A CAIXA VEIO BEM AMASSADA, MAS FELIZMENTE NÃO PREJUDICOU O PRODUTO.";https://www.amazon.com.br/dp/B0DCLKNY2Q
4;B0DCLKNY2Q;4,5;980;Brasil;06/10/2025;Fogão Elétrico Portátil Cooktop Elgin Single Cook 1 Boca - 110V;59,80;5,0;Eu pedi esse fogão dia 14 de setembro e era pra chegar dia 30 do mesmo mês, não chegou, ai colocaram para o dia 2 de outubro, também não chegou, apenas pedi o reembolso e fui orientado a comprar novamente, cancelei no dia 2 e no mesmo dia recebi o reembolso e comprei novamente, chegou dia 4 de manhã, não sei o que houve de fato, mas tive esse problema com a entrega.Gasta muita energia, mas é um fogão muito bom.;https://www.amazon.com.br/dp/B0DCLKNY2Q
4;B0DCLKNY2Q;4,5;980;Brasil;10/09/2025;Fogão Elétrico Portátil Cooktop Elgin Single Cook 1 Boca - 110V;59,80;5,0;"Ótima aquisição, aquece bastante e rápido, cuidado para não queimar, não é frágil, fácil de limpar a tomada é aquela de 3 pinos. Estou satisfeita. Preparo macarrão, tapioca, bifes, molhos etc. Recomendo desplugar a tomada no final das atividades, mesmo deixando o botão no ""OFF"".";https://www.amazon.com.br/dp/B0DCLKNY2Q
4;B0DCLKNY2Q;4,5;980;Brasil;23/10/2025;Fogão Elétrico Portátil Cooktop Elgin Single Cook 1 Boca - 110V;59,80;5,0;Fogão esquenta rápido,  fácil de conduzir para onde for,.material muito bom.;https://www.amazon.com.br/dp/B0DCLKNY2Q
4;B0DCLKNY2Q;4,5;980;Brasil;12/10/2025;Fogão Elétrico Portátil Cooktop Elgin Single Cook 1 Boca - 110V;59,80;4,0;Bom só demora pra esquentar e cozinharMas bom custo benefícioAtendeu minhas nescessidades;https://www.amazon.com.br/dp/B0DCLKNY2Q
4;B0DCLKNY2Q;4,5;980;Brasil;27/10/2025;Fogão Elétrico Portátil Cooktop Elgin Single Cook 1 Boca - 110V;59,80;5,0;Uso diariamente;https://www.amazon.com.br/dp/B0DCLKNY2Q
4;B0DCLKNY2Q;4,5;980;Brasil;23/10/2025;Fogão Elétrico Portátil Cooktop Elgin Single Cook 1 Boca - 110V;59,80;5,0;Atendeu a minha necessidade provisória. Muito bom!;https://www.amazon.com.br/dp/B0DCLKNY2Q
5;B0B3SHMB2W;4,6;6.350;Brasil;20/10/2025;SUGGAR DEPURADOR DE AR SLIM 80CM 3 VEL. PRETO 110V DPS181PT;385,00;5,0;Muito bonito, pena que precisei devolver, o marceneiro pediu de 80 cm, mas o meu fogão é para 60 cm, excelente qualidade, comprei o de 60 cm;https://www.amazon.com.br/dp/B0B3SHMB2W
5;B0B3SHMB2W;4,6;6.350;Brasil;03/09/2025;SUGGAR DEPURADOR DE AR SLIM 80CM 3 VEL. PRETO 110V DPS181PT;385,00;5,0;Chegou tudo certo, na data prevista. Produto excelente, nenhuma avaria, ele é extremamente silencioso, luz branca e forte. Funcionando tudo. Veia a tampa da saída da coifa e o guia para montar a coifa se eu preferir. Amei. Não é meu e sim da minha comadre, ela quem comprou, o produto é de uma qualidade muito boa.;https://www.amazon.com.br/dp/B0B3SHMB2W
5;B0B3SHMB2W;4,6;6.350;Brasil;23/09/2025;SUGGAR DEPURADOR DE AR SLIM 80CM 3 VEL. PRETO 110V DPS181PT;385,00;5,0;Ótimo produto,cumpre o que promete. Puxa bem o vapor! Ótimo custo benefício!;https://www.amazon.com.br/dp/B0B3SHMB2W
5;B0B3SHMB2W;4,6;6.350;Brasil;17/10/2025;SUGGAR DEPURADOR DE AR SLIM 80CM 3 VEL. PRETO 110V DPS181PT;385,00;4,0;Bom produto mas se atentar a troca do filtro é super caro !;https://www.amazon.com.br/dp/B0B3SHMB2W
5;B0B3SHMB2W;4,6;6.350;Brasil;17/09/2025;SUGGAR DEPURADOR DE AR SLIM 80CM 3 VEL. PRETO 110V DPS181PT;385,00;5,0;;https://www.amazon.com.br/dp/B0B3SHMB2W
5;B0B3SHMB2W;4,6;6.350;Brasil;10/10/2025;SUGGAR DEPURADOR DE AR SLIM 80CM 3 VEL. PRETO 110V DPS181PT;385,00;5,0;Ótimo produto, ótimo custo benefício, recomendo tanto o produto quanto o vendedor;https://www.amazon.com.br/dp/B0B3SHMB2W
5;B0B3SHMB2W;4,6;6.350;Brasil;21/10/2025;SUGGAR DEPURADOR DE AR SLIM 80CM 3 VEL. PRETO 110V DPS181PT;385,00;5,0;Amei. Muito lindo. Bem fininho. . Super recomendo.  Pode comprar;https://www.amazon.com.br/dp/B0B3SHMB2W
5;B0B3SHMB2W;4,6;6.350;Brasil;06/10/2025;SUGGAR DEPURADOR DE AR SLIM 80CM 3 VEL. PRETO 110V DPS181PT;385,00;5,0;Material de ótima qualidade.;https://www.amazon.com.br/dp/B0B3SHMB2W
5;B0B3SHMB2W;4,6;6.350;Brasil;26/10/2025;SUGGAR DEPURADOR DE AR SLIM 80CM 3 VEL. PRETO 110V DPS181PT;385,00;5,0;Chegou, comonprometido, ben embalado e lindo. Porém, ainda nao instalei para ver o funcionamento...;https://www.amazon.com.br/dp/B0B3SHMB2W
5;B0B3SHMB2W;4,6;6.350;Brasil;25/10/2025;SUGGAR DEPURADOR DE AR SLIM 80CM 3 VEL. PRETO 110V DPS181PT;385,00;5,0;Excelente;https://www.amazon.com.br/dp/B0B3SHMB2W
