Posição;Subcategoria;ASIN;Nota Geral;Qtd. Avaliações;Data Comentário;Nome;Preço à vista;Nota;Comentário;Link
11;ELETRODOMÉSTICOS;MLB25396633;4,8;15422;N/A (Coleta ignorada);Electrolux Efficient Esi10 A Vapor E Ferro Seco, Cor Azul;94,90;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/electrolux-efficient-esi10-a-vapor-e-ferro-seco-cor-azul/p/MLB25396633
12;ELETRODOMÉSTICOS;MLB18971070;4,6;41815;N/A (Coleta ignorada);Ventilador Oscilante De Coluna Ventisol 30cm Turbo 6 Pás Preto;177,43;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/ventilador-oscilante-de-coluna-ventisol-30cm-turbo-6-pas-preto/p/MLB18971070
13;ELETRODOMÉSTICOS;MLB17353887;4,7;60406;N/A (Coleta ignorada);Liquidificador Easy Power Mondial 550w - L-550-b;65,55;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/liquidificador-easy-power-mondial-550w-l-550-b/p/MLB17353887
14;ELETRODOMÉSTICOS;MLB34747682;4,8;13111;N/A (Coleta ignorada);6x Lampada Led Halopim G9 7w 76led Lustre Arandela Luz Branco-frio;35,63;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/6x-lampada-led-halopim-g9-7w-76led-lustre-arandela-luz-branco-frio/p/MLB34747682
15;ELETRODOMÉSTICOS;MLB27579067;4,9;3157;N/A (Coleta ignorada);Chaleira Jarra Elétrica Best Yd-1830c Preta Moderna 110 V;149,90;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/chaleira-jarra-eletrica-best-yd-1830c-preta-moderna-110-v/p/MLB27579067
16;ELETRODOMÉSTICOS;MLB46482854;4,8;1547;N/A (Coleta ignorada);Kit 10 Lâmpada Bolinha Led 3w G45 E27 Bulbo Lustre Espelho Luz Azul;28,98;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/kit-10-lmpada-bolinha-led-3w-g45-e27-bulbo-lustre-espelho-luz-azul/p/MLB46482854
17;ELETRODOMÉSTICOS;MLB9592915;4,8;2526;N/A (Coleta ignorada);Geladeira Consul Frost Free 342 Litros Cor Inox Com Gavetão;2299,00;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/geladeira-consul-frost-free-342-litros-cor-inox-com-gaveto/p/MLB9592915
18;ELETRODOMÉSTICOS;MLB16602518;4,7;36226;N/A (Coleta ignorada);Liquidificador Oster Oliq610 1400w Full 3,2l Cor Preto;159,00;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/liquidificador-oster-oliq610-1400w-full-32l-cor-preto/p/MLB16602518
19;ELETRODOMÉSTICOS;MLB62480041;4,7;13400;N/A (Coleta ignorada);Lancheira Elétrica Yonks Marmita Elétrica Yonks Bivolt 1.5l 40w Preto;72,65;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/lancheira-eletrica-yonks-marmita-eletrica-yonks-bivolt-15l-40w-preto/p/MLB62480041
20;ELETRODOMÉSTICOS;MLB8923630;4,8;43491;N/A (Coleta ignorada);Aspirador De Pó E Água Wap Gtw 10 Compacto 1400w 10 Litros Amarelo/preto;201,00;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/aspirador-de-po-e-agua-wap-gtw-10-compacto-1400w-10-litros-amarelopreto/p/MLB8923630
21;ELETRODOMÉSTICOS;MLB23370533;4,7;31392;N/A (Coleta ignorada);Ventilador De Parede E Mesa Wap Flow Turbo Com 8 Pás 3 Velocidades;219,90;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/ventilador-de-parede-e-mesa-wap-flow-turbo-com-8-pas-3-velocidades/p/MLB23370533
22;ELETRODOMÉSTICOS;MLB6339958;4,8;17308;N/A (Coleta ignorada);Aspirador De Pó E Água Wap Gtw Inox 12 1400w Com Bocal De Sopro;319,90;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/aspirador-de-po-e-agua-wap-gtw-inox-12-1400w-com-bocal-de-sopro/p/MLB6339958
23;ELETRODOMÉSTICOS;MLB37137939;4,8;3168;N/A (Coleta ignorada);Geladeira Brastemp Ff Inverse 447l Black Inox - Bre57fe;4299,00;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/geladeira-brastemp-ff-inverse-447l-black-inox-bre57fe/p/MLB37137939
24;BELEZA E CUIDADO PESSOAL;MLB47853355;4,7;7654;N/A (Coleta ignorada);Kit 3 Pacotes Cabelo Jumbo Super X Kanekalon Box Braid 400gr Cor Red;81,98;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/kit-3-pacotes-cabelo-jumbo-super-x-kanekalon-box-braid-400gr-cor-red/p/MLB47853355
25;BELEZA E CUIDADO PESSOAL;MLB23970065;4,8;1936;N/A (Coleta ignorada);Cabelo Nina Soft Dread Fibra Sintética 360g Crochet Braid Cor #99j;75,90;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/cabelo-nina-soft-dread-fibra-sintetica-360g-crochet-braid-cor-99j/p/MLB23970065
26;BELEZA E CUIDADO PESSOAL;MLB49751886;4,8;1684;N/A (Coleta ignorada);Cabelo Fibra De Colágeno Be.you Hello Miga Cor 4 (320g) Cor Sp27/613 Loiro Mel;154,23;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/cabelo-fibra-de-colageno-beyou-hello-miga-cor-4-320g-cor-sp27613-loiro-mel/p/MLB49751886
27;BELEZA E CUIDADO PESSOAL;MLB57625533;4,8;276;N/A (Coleta ignorada);2 Pacotes Cabelo Jumbo African Beauty Para Tranças Box Braid Cor #t2/118;43,47;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/2-pacotes-cabelo-jumbo-african-beauty-para-trancas-box-braid-cor-t2118/p/MLB57625533
28;BELEZA E CUIDADO PESSOAL;MLB39017628;4,9;2274;N/A (Coleta ignorada);Pigmento Para Micropigmentação Iron Works 5ml Cor Marrom Café;68,87;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/pigmento-para-micropigmentaco-iron-works-5ml-cor-marrom-cafe/p/MLB39017628
29;CELULARES E TELEFONES;MLB37550775;4,6;1874;N/A (Coleta ignorada);Capa Capinha Silicone Aveludada Para Galaxy A05s / A15 / A55 Cor Preto Galaxy A55;28,40;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/capa-capinha-silicone-aveludada-para-galaxy-a05s-a15-a55-cor-preto-galaxy-a55/p/MLB37550775
30;CELULARES E TELEFONES;MLB54719819;4,6;2015;N/A (Coleta ignorada);Pulseira Poolsy Magnética Compatível Redmi Watch 4 E Watch 5 Cor Preta;39,90;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/pulseira-poolsy-magnetica-compativel-redmi-watch-4-e-watch-5-cor-preta/p/MLB54719819
31;CELULARES E TELEFONES;MLB44113911;4,8;55708;N/A (Coleta ignorada);Celular Samsung Galaxy A16, 128gb + 4gb Ram, Câmera De Até 50mp, Tela 6.7 , Nfc, Ip54, Bateria 5000 Mah Verde Claro;789,90;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/celular-samsung-galaxy-a16-128gb-4gb-ram-cmera-de-ate-50mp-tela-67-nfc-ip54-bateria-5000-mah-verde-claro/p/MLB44113911
32;CELULARES E TELEFONES;MLB57767498;4,9;6896;N/A (Coleta ignorada);Celular Samsung Galaxy A07 128gb, 4gb, Câmera 50mp, Tela 6.7 , Proteção Ip54, Processador 6nm - Violeta;600,97;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/celular-samsung-galaxy-a07-128gb-4gb-cmera-50mp-tela-67-proteco-ip54-processador-6nm-violeta/p/MLB57767498
33;CELULARES E TELEFONES;MLB58487369;4,8;58701;N/A (Coleta ignorada);Smartphone Motorola Moto G05 - 128gb 12gb (4gb Ram + 8gb Ram Boost) E Camera 50mp Com Ai Bateria De 5200 Mah Tela 6.7 Com Superbrilho - Verde;649,00;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/smartphone-motorola-moto-g05-128gb-12gb-4gb-ram-8gb-ram-boost-e-camera-50mp-com-ai-bateria-de-5200-mah-tela-67-com-superbrilho-verde/p/MLB58487369
34;CELULARES E TELEFONES;MLB56077217;4,6;365;N/A (Coleta ignorada);Pulseira De Silicone Colorida Para Huawei Band 8 Cor Preto;33,90;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/pulseira-de-silicone-colorida-para-huawei-band-8-cor-preto/p/MLB56077217
35;CELULARES E TELEFONES;MLB61669516;4,8;576;N/A (Coleta ignorada);Xiaomi Redmi 15c Dual Sim;1098,00;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/xiaomi-redmi-15c-dual-sim/p/MLB61669516
36;CELULARES E TELEFONES;MLB61639818;4,8;3429;N/A (Coleta ignorada);Capa Capinha Air Anti Impacto Para Samsung Galaxy A54 5g - Transparente;19,99;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/capa-capinha-air-anti-impacto-para-samsung-galaxy-a54-5g-transparente/p/MLB61639818
37;CELULARES E TELEFONES;MLB47436035;4,8;14031;N/A (Coleta ignorada);Celular Samsung Galaxy A26 5g 256gb, 8gb Ram, Câmera De 50mp, Ip67, Tela Super Amoled 6.7 , Nfc - Branco;1289,00;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/celular-samsung-galaxy-a26-5g-256gb-8gb-ram-cmera-de-50mp-ip67-tela-super-amoled-67-nfc-branco/p/MLB47436035
38;CELULARES E TELEFONES;MLB56425620;4,9;1177;N/A (Coleta ignorada);Smartphone Poco C85 6+6gb + 128gb, Roxo;829,00;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/smartphone-poco-c85-66gb-128gb-roxo/p/MLB56425620
39;CELULARES E TELEFONES;MLB28106298;4,7;360;N/A (Coleta ignorada);Pulseira 22mm Vip Compatível Com Amazfit Bip 5 Ultra Large Cor Preto;29,88;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/pulseira-22mm-vip-compativel-com-amazfit-bip-5-ultra-large-cor-preto/p/MLB28106298
40;CELULARES E TELEFONES;MLB1027172671;4,9;32536;N/A (Coleta ignorada);Apple iPhone 15 (128 Gb) - Verde - Distribuidor Autorizado;6488,09;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/apple-iphone-15-128-gb-verde-distribuidor-autorizado/p/MLB1027172671
41;CELULARES E TELEFONES;MLB58709596;4,6;1185;N/A (Coleta ignorada);Kit Capa Capinha Transparente Para iPhone 16e Case E Película 3d Danet Full Cover Anti Impacto;29,99;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/kit-capa-capinha-transparente-para-iphone-16e-case-e-pelicula-3d-danet-full-cover-anti-impacto/p/MLB58709596
42;CELULARES E TELEFONES;MLB54099469;4,7;891;N/A (Coleta ignorada);Pulseira Fecho Silicone Respirável Sport Compatível Com Galaxy Watch 7 Ultra 47mm Cor Cinza Claro;29,93;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/pulseira-fecho-silicone-respiravel-sport-compativel-com-galaxy-watch-7-ultra-47mm-cor-cinza-claro/p/MLB54099469
43;CELULARES E TELEFONES;MLB44114104;4,8;19050;N/A (Coleta ignorada);Smartphone Samsung Galaxy A16 5g Ram 4gb Octa Core 128gb;940,00;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/smartphone-samsung-galaxy-a16-5g-ram-4gb-octa-core-128gb/p/MLB44114104
44;CELULARES E TELEFONES;MLB36964086;4,8;16712;N/A (Coleta ignorada);Xiaomi Redmi Note 13 4g Dual Sim 128 Gb Azul 8 Gb Ram;1249,00;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/xiaomi-redmi-note-13-4g-dual-sim-128-gb-azul-8-gb-ram/p/MLB36964086
45;CELULARES E TELEFONES;MLB40196667;4,7;14039;N/A (Coleta ignorada);Fone De Ouvido Bluetooth P Celular Tws Kd-771 Sem Fio Cor Lilás;61,97;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/fone-de-ouvido-bluetooth-p-celular-tws-kd-771-sem-fio-cor-lilas/p/MLB40196667
46;CELULARES E TELEFONES;MLB46453986;4,7;803;N/A (Coleta ignorada);Pulseira Fecho Silicone D2g Para Samsung Watch 4- 5- 6 40m 44m Cor Pink;22,90;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/pulseira-fecho-silicone-d2g-para-samsung-watch-4-5-6-40m-44m-cor-pink/p/MLB46453986
47;CELULARES E TELEFONES;MLB45818940;4,8;9954;N/A (Coleta ignorada);Xiaomi Redmi Note 14 4g 6.67 128gb 6gb Ram 108mpx - Cor Preta;1059,00;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/xiaomi-redmi-note-14-4g-667-128gb-6gb-ram-108mpx-cor-preta/p/MLB45818940
48;CELULARES E TELEFONES;MLB61494469;4,9;5224;N/A (Coleta ignorada);Xiaomi Poco F7 512gb 12gb Global Carregador Brasileiro + Nfc Cor Branco;3499,00;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/xiaomi-poco-f7-512gb-12gb-global-carregador-brasileiro-nfc-cor-branco/p/MLB61494469
49;INFORMÁTICA;MLB48939817;4,8;60236;N/A (Coleta ignorada);Mouse Sem Fio Recarregável Wireless Optico Led Rgb Ergonômico Sem Fio Para Pc Desktop Notebook Tablet Smartphone Davely Rosa;24,49;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/mouse-sem-fio-recarregavel-wireless-optico-led-rgb-ergonmico-sem-fio-para-pc-desktop-notebook-tablet-smartphone-davely-rosa/p/MLB48939817
50;INFORMÁTICA;MLB50196682;5,0;19947;N/A (Coleta ignorada);Sony Playstation Store Gift Card R$ 150 (digital);150,00;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/sony-playstation-store-gift-card-r-150-digital/p/MLB50196682
51;INFORMÁTICA;MLB36101410;4,8;16370;N/A (Coleta ignorada);Filamento Pla Vermelho 1.75mm 1kg - High Speed 3d;124,90;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/filamento-pla-vermelho-175mm-1kg-high-speed-3d/p/MLB36101410
52;INFORMÁTICA;MLB38198372;4,8;6313;N/A (Coleta ignorada);Papel Fotográfico A4 Glossy Jojo 230g 200 Folhas Premium Brilho Cor Branco;74,90;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/papel-fotografico-a4-glossy-jojo-230g-200-folhas-premium-brilho-cor-branco/p/MLB38198372
53;INFORMÁTICA;MLB47251297;4,9;5389;N/A (Coleta ignorada);Controle Gamesir T4 Nova Lite Sem Fio Para Pc Switch Android Ios Steam Celular Hall Effect Cor Rosa;199,94;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/controle-gamesir-t4-nova-lite-sem-fio-para-pc-switch-android-ios-steam-celular-hall-effect-cor-rosa/p/MLB47251297
54;INFORMÁTICA;MLB20266125;4,8;8354;N/A (Coleta ignorada);Mousepad Grande Preto 90x40 Deskpad Couro Antiderrapante Mesa Computador Notebook Eddias;49,90;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/mousepad-grande-preto-90x40-deskpad-couro-antiderrapante-mesa-computador-notebook-eddias/p/MLB20266125
55;INFORMÁTICA;MLB29529664;4,9;32364;N/A (Coleta ignorada);Kit 300 Folhas Papel Fotográfico 180g Foto A4 Masterprint Cor Branco;75,89;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/kit-300-folhas-papel-fotografico-180g-foto-a4-masterprint-cor-branco/p/MLB29529664
56;INFORMÁTICA;MLB39670638;4,8;5222;N/A (Coleta ignorada);Papel Fotografico 108g A4 Matte Fosco 100 Folhas Jojo Paper Cor Branco;33,90;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/papel-fotografico-108g-a4-matte-fosco-100-folhas-jojo-paper-cor-branco/p/MLB39670638
57;ACESSÓRIOS PARA VEÍCULOS;MLB23417953;4,6;19650;N/A (Coleta ignorada);Capacete Integral Robocop Stronger Faster Gladiator Etceter Cor Cinza/rosa Tamanho Do Capacete 60;228,71;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/capacete-integral-robocop-stronger-faster-gladiator-etceter-cor-cinzarosa-tamanho-do-capacete-60/p/MLB23417953
58;ACESSÓRIOS PARA VEÍCULOS;MLB24100750;4,6;12715;N/A (Coleta ignorada);Capacete Robocop Escamoteável Fechado Mixs Gladiator Delta S Cor Cinza Rosa Fosco Tamanho Do Capacete 56;228,71;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/capacete-robocop-escamoteavel-fechado-mixs-gladiator-delta-s-cor-cinza-rosa-fosco-tamanho-do-capacete-56/p/MLB24100750
59;ACESSÓRIOS PARA VEÍCULOS;MLB21296222;4,7;50757;N/A (Coleta ignorada);Capacete Aberto Pro Tork New Liberty Three Abs Micrométrico Viseira Simples 58cm Preto Fosco;119,00;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/capacete-aberto-pro-tork-new-liberty-three-abs-micrometrico-viseira-simples-58cm-preto-fosco/p/MLB21296222
60;ACESSÓRIOS PARA VEÍCULOS;MLB61812518;4,8;1595;N/A (Coleta ignorada);Capacete Norisk Razor Speedmax Rosa Masculino Feminino Cor Laranja/azul Desenho Sharp Tamanho Do Capacete 58;649,00;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/capacete-norisk-razor-speedmax-rosa-masculino-feminino-cor-laranjaazul-desenho-sharp-tamanho-do-capacete-58/p/MLB61812518
61;ACESSÓRIOS PARA VEÍCULOS;MLB43829491;4,7;2929;N/A (Coleta ignorada);Lona Leve Forte Impermeável Multiuso 300 Micras 2x2;43,08;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/lona-leve-forte-impermeavel-multiuso-300-micras-2x2/p/MLB43829491
62;ACESSÓRIOS PARA VEÍCULOS;MLB62775669;4,7;6149;N/A (Coleta ignorada);Chaveiros Pelucia Marvel Disney Fofos Pingentes Toys Cor Bulbasaur -12cm Aprox;30,00;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/chaveiros-pelucia-marvel-disney-fofos-pingentes-toys-cor-bulbasaur-12cm-aprox/p/MLB62775669
63;ACESSÓRIOS PARA VEÍCULOS;MLB61136021;4,9;1752;N/A (Coleta ignorada);Capacete Race Tech Hit Monocolor Azul Tamanho Do Capacete 58;329,90;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/capacete-race-tech-hit-monocolor-azul-tamanho-do-capacete-58/p/MLB61136021
64;ACESSÓRIOS PARA VEÍCULOS;MLB24234541;4,9;3718;N/A (Coleta ignorada);Capacete Ls2 Ff358 Draze Preto Branco Vermelho Tamanho Do Capacete 54 Cor Vermelho Desenho Draze;879,90;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/capacete-ls2-ff358-draze-preto-branco-vermelho-tamanho-do-capacete-54-cor-vermelho-desenho-draze/p/MLB24234541
65;ACESSÓRIOS PARA VEÍCULOS;MLB11977002;4,6;14665;N/A (Coleta ignorada);Capacete Para Moto Pro Tork Sport Moto 788 Cor Verde Tamanho Do Capacete 56;125,77;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/capacete-para-moto-pro-tork-sport-moto-788-cor-verde-tamanho-do-capacete-56/p/MLB11977002
66;ACESSÓRIOS PARA VEÍCULOS;MLB43852389;4,6;1881;N/A (Coleta ignorada);Vinil Adesivo Envelopamento Automotivo Cores 5m X 1,38m Cor Cinza Jateado;279,00;N/A;Coleta de comentários ignorada;https://www.mercadolivre.com.br/vinil-adesivo-envelopamento-automotivo-cores-5m-x-138m-cor-cinza-jateado/p/MLB43852389
