Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço à vista;Nota Geral;Qtd. Avaliações;Nota Comentário;Data Comentário;Comentário;Link
11;11;ELETRODOMÉSTICOS;MLB25850957;Grill Sanduicheira Cadence San400 Elétrica Chapa Misteira Tostex Tostequeira Hambúrguer Click;118,92;4,9;40060;5;30/09/2023;Eu adorei, muito bonitinha. Já testei com o ovo demora um pouco mas cumpre o que promete 😍.;https://www.mercadolivre.com.br/grill-sanduicheira-cadence-san400-eletrica-chapa-misteira-tostex-tostequeira-hamburguer-click/p/MLB25850957
12;12;ELETRODOMÉSTICOS;MLB23370534;Ventilador De Parede E Mesa 180w 50cm 2 Em 1 Wap Flow Turbo;196,00;4,7;32957;4;31/10/2023;"Ótimo ventilador, eu adoro os produtos da wap. Já tinha um aspirador que acho de boa qualidade e agora tenho o ventilador ""gigante"" que parece um furacão de tão forte! rsrs. Esse wap flow turbo tem 50cm, então ele é um pouco maior do que outros de 40cm que é mais popular nas lojas. E ele tem 180w de potência, que é bastante coisa comparado com a média de 100w dos ventiladores populares. A montagem é bem fácil, basta seguir o manual. Ao ligar, você se assusta, porque a menor velocidade dele já é forte demais, eu me lembro que a minha esposa estava segurando o manual e eles simplesmente saiu voando da mão dela! hahaha. Em termos de barulho, ele é barulhento sim. Até no mais fraco. Se deixar ele no mínimo da pra dormir, mas pra quem gosta de ""silêncio"", esse não é a melhor solução. Porém ele é potente, muito potente, e venta muito bem e isso pode compensar em dias de muito calor em lugares grandes. Meu cunhado tem um mondial turbo de 50cm que só faz barulho e não venta absolutamente nada, terrível, a 2 metros você não sente o vento do ventilador. Fiquei com medo desse wap turbo ser assim também, mas não é. Ele faz bastante vento e é ótimo para deixar perto da janela puxando o ar fresco de fora pra dentro de casa. Eu recomendo, podem ir sem medo que o produto é bom. Tirando o fato do barulho na velocidade média e máxima, ele é ótimo.";https://www.mercadolivre.com.br/ventilador-de-parede-e-mesa-180w-50cm-2-em-1-wap-flow-turbo/p/MLB23370534
13;1;BELEZA E CUIDADO PESSOAL;MLB43982575;Kit 2 Pacotes Cabelo Jumbo Super X Para Tranças 400g + Anéis Cor Mel Com Loiro T27/613;39,98;4,7;8037;5;24/10/2023;Top top.;https://www.mercadolivre.com.br/kit-2-pacotes-cabelo-jumbo-super-x-para-trancas-400g-aneis-cor-mel-com-loiro-t27613/p/MLB43982575
14;2;BELEZA E CUIDADO PESSOAL;MLB46403448;Cabelo Cacheado Na Tela 70cm Fibra De Colágeno Be.you Meu Bb Cor Castanho Escuro;134,90;4,8;1802;5;14/12/2024;Muito leve e macio, 1 pacote faz a cabeça toda. Amei 😉🫶.;https://www.mercadolivre.com.br/cabelo-cacheado-na-tela-70cm-fibra-de-colageno-beyou-meu-bb-cor-castanho-escuro/p/MLB46403448
15;3;BELEZA E CUIDADO PESSOAL;MLB43400403;Cabelo Boho Curl Jumbo Para Trança Com Cacho Nas Pontas 60cm Cor Mel 27;73,90;4,8;2065;5;11/02/2024;Muito bom veio 5 pct em um só perfeito amei usei e ainda ficou 2pct.;https://www.mercadolivre.com.br/cabelo-boho-curl-jumbo-para-tranca-com-cacho-nas-pontas-60cm-cor-mel-27/p/MLB43400403
16;4;BELEZA E CUIDADO PESSOAL;MLB57581880;2 Pacotes Cabelo Jumbo African Beauty Para Tranças Box Braid Cor Dourado #30;43,47;4,9;345;5;14/11/2025;Eu ameii demaisss, minha cliente também amou, essa marca de jumbo é perfeitaa, pq já vem desfiada, e a cor ficou maravilhosa, vou concerteza comprar mais vezes.;https://www.mercadolivre.com.br/2-pacotes-cabelo-jumbo-african-beauty-para-trancas-box-braid-cor-dourado-30/p/MLB57581880
17;5;BELEZA E CUIDADO PESSOAL;MLB29391193;Pigmento Iron Works 15ml Magenta;156,04;4,9;2394;5;05/03/2024;Eu amo os pigmentos da iron work há 7 anos só uso essa marca pq a pigmentação é muito boa. Tem uma pigmentação quente que com o passar do tempo mesmo que passe do tempo pra retocar não muda a cor. Eu amo.;https://www.mercadolivre.com.br/pigmento-iron-works-15ml-magenta/p/MLB29391193
18;6;BELEZA E CUIDADO PESSOAL;MLB45379333;Kit Tranças Gypsy 2 Jumbo 400 Gramas Cabelo Sintético + 1 Nina Softex + Anéis Cor Preto #1 - Sx;63,74;4,7;3952;5;14/08/2023;Segunda vez que uso o nina e sem arrependimento nenhum, amei demais. Comprem!!!!.;https://www.mercadolivre.com.br/kit-trancas-gypsy-2-jumbo-400-gramas-cabelo-sintetico-1-nina-softex-aneis-cor-preto-1-sx/p/MLB45379333
19;7;BELEZA E CUIDADO PESSOAL;MLB57501472;2 Pacotes Cabelo Jumbo Gypsy Fulani + 1 Cacheado Organico Cor Preto;148,78;4,6;542;5;10/02/2025;;https://www.mercadolivre.com.br/2-pacotes-cabelo-jumbo-gypsy-fulani-1-cacheado-organico-cor-preto/p/MLB57501472
20;8;BELEZA E CUIDADO PESSOAL;MLB47065425;Cabelo 100% Orgânico Cacheado - Elma - Super Star Cor 168;53,20;4,6;2839;5;04/07/2023;Eu amei de mais tô aqui me achando com ele 😍😍. Comprem manaas super indico ❤️.;https://www.mercadolivre.com.br/cabelo-100-orgnico-cacheado-elma-super-star-cor-168/p/MLB47065425
21;9;BELEZA E CUIDADO PESSOAL;MLB24388788;Corretivo Camuflagem Catharine Hill Angel Wings Pri Lessa Tom A1 Com 8ml Alta Cobertura;46,90;4,8;2341;5;05/09/2024;O corretivo é maravilhoso, não precisa de muito produto pra camuflar as olheiras. Tenho outros produtos dessa marca e todos são ótimos, melhores que muitos produtos importados.;https://www.mercadolivre.com.br/corretivo-camuflagem-catharine-hill-angel-wings-pri-lessa-tom-a1-com-8ml-alta-cobertura/p/MLB24388788
22;10;BELEZA E CUIDADO PESSOAL;MLB44666114;Cabelo Nina Softex Fibra Sintética Crochet Braids Cor T1b/pink;23,74;4,6;688;5;30/12/2024;Muito bom pelo valor amei.;https://www.mercadolivre.com.br/cabelo-nina-softex-fibra-sintetica-crochet-braids-cor-t1bpink/p/MLB44666114
23;1;CELULARES E TELEFONES;MLB56998903;Pulseira Poolsy Nylon 18, 20, 22, 24mm Relógio Digital C7 Cor Preta 20mm;35,84;4,6;2106;4;03/12/2022;A pulseira é bonita, de boa qualidade, leve e fácil de colocar. Compatível com o relógio. Porém, não indico para uso no dia a dia, porque o imã escorrega e folga no punho. Durante grandes movimentações como exercícios físicos o relógio pode cair e danificar ou acabar sendo perdido. Ao longo da noite a pulseira também escorrega. Acordei com o relógio fora do braço, em cima da cama. Tirando essas observações, a pulseira é uma ótima escolha para combinar com anéis e outras bijuterias e eu gostei bastante para usar quando eu for sair no fim de semana um pouco mais arrumada.;https://www.mercadolivre.com.br/pulseira-poolsy-nylon-18-20-22-24mm-relogio-digital-c7-cor-preta-20mm/p/MLB56998903
24;2;CELULARES E TELEFONES;MLB50874533;Pulseira Fecho Silicone Respirável Para Galaxy Watch 4 5 6 7 Azul Marinho;24,25;4,7;1031;5;23/02/2025;;https://www.mercadolivre.com.br/pulseira-fecho-silicone-respiravel-para-galaxy-watch-4-5-6-7-azul-marinho/p/MLB50874533
25;3;CELULARES E TELEFONES;MLB37550775;Capa Capinha Silicone Aveludada Para Galaxy A05s / A15 / A55 Cor Preto Galaxy A55;28,40;4,6;1963;5;28/11/2024;Venho aqui pedir desculpas pelo comentário negativo que fiz posteriormente sobre o produto. A minha esposa recebeu o produto e me enviou mensagem falando que a capinha era ruim, por não servir no celular. Quando na verdade fui eu que fiz o pedido errado! o cl da minha é a32, e a capinha é para o a32g. O produto é de ótima qualidade, eu recomendo a quem interessar.;https://www.mercadolivre.com.br/capa-capinha-silicone-aveludada-para-galaxy-a05s-a15-a55-cor-preto-galaxy-a55/p/MLB37550775
26;4;CELULARES E TELEFONES;MLB62589909;Motorola Moto G15 512gb 12gb Ram ( 4+8 Boost ) Azul-escuro;1199,00;4,8;75612;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/motorola-moto-g15-512gb-12gb-ram-48-boost-azul-escuro/p/MLB62589909
27;5;CELULARES E TELEFONES;MLB55323897;Câmera Xiaomi Redmi 15c 6.9 4g 128gb 4gb Ram Hyperos 50mpx - Moonlight Blue;739,90;4,8;752;4;12/11/2025;Ó celular redmi256gb e muito bom mais os brindes e pura enganação o fone de ouvido não funciona o relógio tem como carregar não mandaram o cabo de carregar propaganda enganosa só o celular e top muito bom gostei.;https://www.mercadolivre.com.br/cmera-xiaomi-redmi-15c-69-4g-128gb-4gb-ram-hyperos-50mpx-moonlight-blue/p/MLB55323897
28;6;CELULARES E TELEFONES;MLB55519060;Pulseira Silicone Para Amazfit Bip, Bip U, Pro, Bip Lite, S Cor Preto;26,63;4,6;348;5;01/11/2024;Mandaram a de silicone ao invés da de nylon, mas serviu da mesma forma.;https://www.mercadolivre.com.br/pulseira-silicone-para-amazfit-bip-bip-u-pro-bip-lite-s-cor-preto/p/MLB55519060
29;7;CELULARES E TELEFONES;MLB41541670;Smartphone Motorola Moto G35 5g - 128gb 12gb (4gb Ram+8gb Ram Boost) E Camera 50mp Com Ai Nfc Tela 6.7 Com Superbrilho - Verde - Vegan Leather;782,28;4,7;38052;N/A;N/A;Sem comentários disponíveis;https://www.mercadolivre.com.br/smartphone-motorola-moto-g35-5g-128gb-12gb-4gb-ram8gb-ram-boost-e-camera-50mp-com-ai-nfc-tela-67-com-superbrilho-verde-vegan-leather/p/MLB41541670
30;8;CELULARES E TELEFONES;MLB28965400;Headset Qcy H3 Anc Adaptativo Bluetooth 5.3 Multiponto 60h Cor Azul;298,00;4,9;17793;5;23/03/2024;Fone espetacular. Da uma surra em todas as marcas famosas. Uso para treinar já tô usando 30 dias sem carregar ele. Custo benefício ótimo. Cancelamento de ruído é bom ( não escuto ninguem cvs na academia apenas a música ambiente bem baixa).;https://www.mercadolivre.com.br/headset-qcy-h3-anc-adaptativo-bluetooth-53-multiponto-60h-cor-azul/p/MLB28965400
31;9;CELULARES E TELEFONES;MLB47114363;Celular Samsung Galaxy A56 5g 256gb 8gb Ram Cinza;2396,97;4,9;27911;4;27/06/2025;O celular é lindo, a cor é bem sutil, as laterais são metálicas com uma textura que ajuda não escorregar da mão, tem umas linhas que eu não estava esperando, mas tudo bem, vou me acostumar com elas, acho que fazem parte da tecnologia kkk. As câmeras são muito boas, mas achei bem elevada, poderia ser slim. Pra minha necessidade ele tá ótimo, curtam meu comentário, por favor! obrigada!.;https://www.mercadolivre.com.br/celular-samsung-galaxy-a56-5g-256gb-8gb-ram-cinza/p/MLB47114363
32;10;CELULARES E TELEFONES;MLB36964085;Xiaomi Redmi Note 13 4g 128gb 8gb Ram Mint Green;1349,00;4,8;16089;5;09/02/2024;Achei lindo, já vem com capa e película.;https://www.mercadolivre.com.br/xiaomi-redmi-note-13-4g-128gb-8gb-ram-mint-green/p/MLB36964085
33;11;CELULARES E TELEFONES;MLB28091611;Pulseira Running Compatível Com Amazfit Bip 5 Ultra Large Cor Vermelha/preta;28,98;4,7;383;5;04/11/2024;O produto não é igual da foto, então se for comprar pela foto vai ser enganado, o produto é parecido, a loja entrei em contato para avisar que veio errado e nem deram bola, recomendo o produto mas não a loja.;https://www.mercadolivre.com.br/pulseira-running-compativel-com-amazfit-bip-5-ultra-large-cor-vermelhapreta/p/MLB28091611
34;12;CELULARES E TELEFONES;MLB19037261;Fone De Ouvido Qcy T13 Com 4 Microfones E Bluetooth 5.1 Cor Preto;186,14;4,8;36148;5;27/08/2023;Eu sou um audiófilo. Qualidade de som é minha primeira prioridade, a segunda são as funcionalidades e o terceiro é o design. Minhas três prioridades tiveram suas expectativas superadas com esse fone. Junto ao equalizador do app da qcy, a qualidade de som desse fone in-ear é excelente. Obviamente, não espere a qualidade flat de um fone cabeado de 1500 reais, mas dentro de uma estética casual para ouvir música (academia/uber) e vídeos/podcasts (no trabalho) esse fone é imbatível nesta faixa de preços. Já testei muitos fones nesse valor e você pode ter certeza absoluta no que estou dizendo: você nunca encontrará nada melhor do que ele em todas os parâmetros comparativos nesta faixa de preço. É um custo benefício perfeito. O design é atraente e expositivo (por ter uma parte maior para fora do ouvido), e por isso não passa despercebido. Apenas o material de plástico que deixa a desejar em elegância/sofisticação, porém materiais melhores custarão mais caro e isso não é uma prioridade pra mim. Diferenciais únicos: equalizador, personalização de função dos toques (pelo app você escolhe o que cada tipo de toque vai fazer), possibilidade de baixar e aumentar volume por touch (coisa rara) e conforto nos ouvidos. Se você gosta de in-ears (como eu que inclusive odeio a falta de imersão de fones que não entram no ouvido interno) e não quer pagar mais de r$200, pode fechar a compra agora mesmo, não vai se arrepender. Depois entra aqui e faça a sua review. Estou muito satisfeito.;https://www.mercadolivre.com.br/fone-de-ouvido-qcy-t13-com-4-microfones-e-bluetooth-51-cor-preto/p/MLB19037261
35;13;CELULARES E TELEFONES;MLB54103525;Pulseira Silicone Sport Lisa Compatível Apple Watch Series 1 2 3 4 5 6 7 8 9 38mm 40mm 41mm Serie 10 Serie 11 42mm Cor Nude;20,37;4,7;932;5;21/03/2025;Excelente pulseira. A qualidade me surpreendeu bastante (mesmo vendo as boas avaliações). O encaixe dela no smartwatch é simplesmente perfeito. A textura do produto é muito confortável (nesse quesito, igual à original). Comprei a cinza e a preta. Compre sem receio.;https://www.mercadolivre.com.br/pulseira-silicone-sport-lisa-compativel-apple-watch-series-1-2-3-4-5-6-7-8-9-38mm-40mm-41mm-serie-10-serie-11-42mm-cor-nude/p/MLB54103525
36;14;CELULARES E TELEFONES;MLB47436042;Celular Samsung Galaxy A26 5g 256gb, 8gb Ram, Câmera De 50mp, Ip67, Tela Super Amoled 6.7 , Nfc - Verde;1424,05;4,8;15832;4;05/07/2025;O aparelho é bom e seu design é super estiloso, eu esperava um pouco mais com relação a bateria, mas pelo custo benefício está valendo a pena. Curtam o meu comentário por favor.;https://www.mercadolivre.com.br/celular-samsung-galaxy-a26-5g-256gb-8gb-ram-cmera-de-50mp-ip67-tela-super-amoled-67-nfc-verde/p/MLB47436042
37;15;CELULARES E TELEFONES;MLB58353028;Smartphone Motorola Moto G06 - 128gb 12gb (4gb Ram + 8gb Ram Boost) E Camera 50mp Com Ai Bateria De 5200 Mah Tela 6.9 - Azul Marinho;677,20;4,9;2148;5;06/11/2025;Celular excelente claro é uma opção mais simples pois a proposta para esse modelo é isso mesmo porém a tela grande e para o uso básico tá excelente recomendo.;https://www.mercadolivre.com.br/smartphone-motorola-moto-g06-128gb-12gb-4gb-ram-8gb-ram-boost-e-camera-50mp-com-ai-bateria-de-5200-mah-tela-69-azul-marinho/p/MLB58353028
38;16;CELULARES E TELEFONES;MLB41262061;Xiaomi Redmi 14c 256gb 8gb Ram Dual Sim Global Black Medianoche;799,00;4,6;10202;5;29/01/2025;Tenho 3 meses de uso e a experiência é maravilhosa. Ele é mediano, mas sou pouco exigente, então me caiu muito bem. Bateria dura bem, tela linda, sistema roda bem, mas se fizer muitas coisas de uma vez, ele pode não se desempenhar perfeitamente, mas aguenta. Sistema inteligente, atualizado, rápido e armazenamento excelente.;https://www.mercadolivre.com.br/xiaomi-redmi-14c-256gb-8gb-ram-dual-sim-global-black/p/MLB41262061
39;17;CELULARES E TELEFONES;MLB29761272;Smartphone Samsung Galaxy A05s 4g 128gb 6gb Ram Câmera Traseira Tripla 50mp + 2mp + 2mp + Selfie 13mp Tela 6.7 Preto;721,05;4,8;68948;5;31/08/2024;Celular muito bonito, acabamento bem feito, a tela tem uma resolução muito bonita e bem rápida! é um celular de entrada custo benefício.;https://www.mercadolivre.com.br/smartphone-samsung-galaxy-a05s-4g-128gb-6gb-ram-cmera-traseira-tripla-50mp-2mp-2mp-selfie-13mp-tela-67-preto/p/MLB29761272
40;18;CELULARES E TELEFONES;MLB50302985;Smartphone Motorola Moto G56 5g - 256gb 16gb (8gb Ram+8gb Ram Boost) Camera 50mp Sony Lytia 600 Certificado De Ultrarresistencia Militar E Ip68 + Ip69 - Verde;1296,00;4,9;7705;5;30/06/2025;Produto muito lindo e bacana foi presente, mas como eu configurei vi que ele bastante ágil recomendo sim antes de comprar pesquisei bastante sobre ele.;https://www.mercadolivre.com.br/smartphone-motorola-moto-g56-5g-256gb-16gb-8gb-ram8gb-ram-boost-camera-50mp-sony-lytia-600-certificado-de-ultrarresistencia-militar-e-ip68-ip69-verde/p/MLB50302985
41;19;CELULARES E TELEFONES;MLB1027172672;Apple iPhone 15 Verde 256 Gb - Distribuidor Autorizado;4949,10;4,9;34062;5;14/02/2024;Aparelho bom …. Mas deveria sim vim com o carregador. Já que pelo preço pago, existem celulares de 300,00 que vem completo. Papo furado sobre preservação da natureza! quem concorda da um like aí.;https://www.mercadolivre.com.br/apple-iphone-15-verde-256-gb-distribuidor-autorizado/p/MLB1027172672
42;20;CELULARES E TELEFONES;MLB44113899;Celular Samsung Galaxy A16 5g, 256gb + 8gb Ram, Câmera De Até 50mp, Tela 6.7 , Nfc, Ip54, Bateria 5000 Mah Azul Escuro;1749,90;4,8;20478;5;22/04/2025;Galaxy a16 5g – avaliação rápida. O samsung galaxy a16 5g é um celular de entrada com foco em quem busca conectividade 5g por um preço acessível. Ele traz bom desempenho para tarefas básicas, uma câmera principal de 50mp e bateria de 5. 000 mah que dura o dia todo. A tela tem taxa de 90hz, mas resolução apenas hd+, e o carregamento é lento. No geral, é uma boa opção para uso simples e navegação, mas sem muitos recursos extras. Pontos positivos:. Suporte ao 5g. Boa bateria. Desempenho razoável para o dia a dia. Pontos negativos:. Tela com resolução apenas hd+, deixando a desejar para quem consome muito conteúdo. Carregamento relativamente lento (suporta 25w, mas o carregador compatível não vem na caixa). Conjunto de recursos mais básico, sem alguns extras presentes em modelos intermediários. Comprei para usar no trabalho e até agora não tenho do que reclamar. Quanto à câmera, se você olhar a última foto que postei, dá pra ver que com uma boa iluminação, a imagem fica ótima.;https://www.mercadolivre.com.br/celular-samsung-galaxy-a16-5g-256gb-8gb-ram-cmera-de-ate-50mp-tela-67-nfc-ip54-bateria-5000-mah-azul-escuro/p/MLB44113899
43;1;INFORMÁTICA;MLB48929373;Mouse Sem Fio Recarregável Wireless Optico Led Rgb Ergonômico Sem Fio Para Pc Desktop Notebook Tablet Smartphone Davely Preto;23,76;4,8;62200;5;27/06/2025;"-eu diria que, pelo custo benefício, é um mouse 10/10. -estou positivamente impressionado, portanto quero fazer uma avaliação mais completa para quem for, de fato, analisar as avaliações antes de comprar. --- é simplesmente inacreditável como um mouse tão barato pode ser tão bom. --- quero falar primeiro do ponto que mais me agradou, que é prático e incomum. O mouse vem com um switch na parte inferior com 3 posições: desligado ao centro, 'wi-fi' pra um lado (que usa o conector usb sem fio que vem com o produto) e bluetooth para o outro lado. [[uso o usb sem fio plugado no computador que conecto na tv para assistir, e uso o bluetooth para conectar o mouse no meu computador principal. Com isso, basta alternar o switch para alternar em qual computador o mouse será usado]]. --- a precisão durante o uso é excelente, tanto no bluetooth quanto no conector usb, sem dificuldades para que o ponteiro chegue exatamente onde queremos. --- o 'pressionar' dos botões principais é muito suave e silencioso. Somente o botão central (scroll), exige ser pressionado um pouquinho mais forte, mas coisa mínima. --- aparência minimalista, com botões discretos, sendo parte da carcaça e não encaixes separados. Mouse bonito, sua luz de led não é muito forte e, apesar de não ser regulável, sempre se apaga enquanto o mouse está parado. ---lembrete: o termo ""wi-fi"" descrito no mouse não se trata da sua internet! portanto não se confundam antes de comprar. Esta é a conexão via plug usb sem fio---.";https://www.mercadolivre.com.br/mouse-sem-fio-recarregavel-wireless-optico-led-rgb-ergonmico-sem-fio-para-pc-desktop-notebook-tablet-smartphone-davely-preto/p/MLB48929373
44;2;INFORMÁTICA;MLB44238532;Controle Gamesir T4 Nova Lite Sem Fio Para Pc Switch Android Ios Steam Hall Effect Cor Azul Celeste;199,94;4,9;5790;5;24/04/2025;"Muito bonito ! confortável, e aparentemente muita qualidade!. Quanto a durabilidade preciso usar mais para saber !. E para você que irá utilizar no pc para não sofrer ai vai a ajuda do emparelhamento :. 1 conecte o receptor na porta usb. 2 de um clique atrás do botão traseiro do receptor até ele piscar rápido. 3 pressione os botões do controle ( home ""desenho da galinha + botão logo abaixo do home ). E pronto ele irá piscar rápido e irá reconhecer facilmente !. Mas tive de procurar ajuda na internet para descobri.";https://www.mercadolivre.com.br/controle-gamesir-t4-nova-lite-sem-fio-para-pc-switch-android-ios-steam-hall-effect-cor-azul-celeste/p/MLB44238532
45;3;INFORMÁTICA;MLB23959424;Filamento Pla Vermelho Velvet 1kg Premium Impressão Nacional;119,80;4,8;17210;5;16/03/2024;Impressora creality ender 3 v3 se. Temperatura do bico 230°c. Temperatura da cama 65°c. Configuração original da própria impressora. Utilizei o carretel inteiro e não tive problema algum. O resultado das peças é excelente.;https://www.mercadolivre.com.br/filamento-pla-vermelho-velvet-1kg-premium-impresso-nacional/p/MLB23959424
46;4;INFORMÁTICA;MLB28915836;Papel Jojo Fundo Azul Para Sublimação A4 100g - 100 Folhas Cor Azul-celeste;29,60;4,8;6520;5;16/04/2023;Produto muito bom, resistente, grossinho recomendo até para impressão de capas para encadernação de tão bonito que fica a impressão.;https://www.mercadolivre.com.br/papel-jojo-fundo-azul-para-sublimaco-a4-100g-100-folhas-cor-azul-celeste/p/MLB28915836
47;5;INFORMÁTICA;MLB50196683;Sony Playstation Store Gift Card R$ 300 (digital);300,00;5,0;21604;5;07/06/2025;Excelente! a melhor maneira de colocar saldo na minha conta da psn.;https://www.mercadolivre.com.br/sony-playstation-store-gift-card-r-300-digital/p/MLB50196683
